SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
PstI.TP651320,5,35481232,3.24702020024509e-05,0.25531914893617,94,0.074533101242884,0.264661964895772,0.106015209538002,-1.4908768163528
PstI.TP1040729,4,54844080,0.000180752622235222,0.212765957446809,94,0.074533101242884,0.226130935002024,0.295078655799,1.08858884335984
PstI.TP1071296,11,7466,0.000706353159198472,0.132978723404255,94,0.074533101242884,0.196819612947957,0.768747688261003,1.17091762191829
PstI.TP852023,4,51121423,0.00152261840259738,0.0797872340425532,94,0.074533101242884,0.180824313174375,0.981735739666214,1.36069279772398
NsiI.TP804035,10,59560652,0.00165237749313897,0.271276595744681,94,0.074533101242884,0.179144265881642,0.981735739666214,-0.807833994671454
PstI.TP55941,6,51146867,0.00237111256900401,0.25,94,0.074533101242884,0.1717802891901,0.981735739666214,-0.863803578743221
PstI.TP890801,2,72613106,0.00274973642108904,0.0904255319148937,94,0.074533101242884,0.168785820639249,0.981735739666214,-1.15445113012041
NsiI.TP441583,6,1520280,0.00386202386973199,0.196808510638298,94,0.074533101242884,0.161979186589405,0.981735739666214,-0.937229779478081
PstI.TP811968,3,57125961,0.00435446003783006,0.0531914893617021,94,0.074533101242884,0.15959467156648,0.981735739666214,1.41090604618653
PstI.TP433679,11,3324,0.00445107964372955,0.117021276595745,94,0.074533101242884,0.159159779777024,0.981735739666214,0.960736246782912
PstI.TP737962,11,5096,0.0048813890558438,0.425531914893617,94,0.074533101242884,0.157335038348541,0.981735739666214,0.734290216487207
PstI.TP1113610,11,7798,0.00542292892675289,0.329787234042553,94,0.074533101242884,0.155262678058994,0.981735739666214,0.699938181817083
PstI.TP419952,1,13194145,0.00648458054945557,0.0531914893617021,94,0.074533101242884,0.151760508973707,0.981735739666214,-1.42790918538638
NsiI.TP130440,5,64727219,0.0070338495756456,0.180851063829787,94,0.074533101242884,0.150176198949396,0.981735739666214,-0.956094618113515
NsiI.TP360142,3,60924217,0.0070718872177176,0.265957446808511,94,0.074533101242884,0.150071295790565,0.981735739666214,-0.830377434949301
PstI.TP258621,1,74361721,0.00724914035795334,0.0851063829787234,94,0.074533101242884,0.149590078563767,0.981735739666214,1.18221658141871
PstI.TP679941,3,15834789,0.00740799034666273,0.111702127659574,94,0.074533101242884,0.149169122801902,0.981735739666214,1.02904198752444
PstI.TP1227925,6,50604731,0.00762188064044721,0.159574468085106,94,0.074533101242884,0.148616927444752,0.981735739666214,0.943033279267093
PstI.TP1027117,3,70383646,0.00770022263093743,0.074468085106383,94,0.074533101242884,0.148418703492299,0.981735739666214,1.19510104992693
PstI.TP647611,4,59195320,0.00773406700244045,0.154255319148936,94,0.074533101242884,0.14833371825016,0.981735739666214,-1.05662197211899
