"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"2","Trait2","mrMLM","PstI.TP506588","1","80675","8.0511e-07","0.0028","C"
"2","Trait2","mrMLM","PstI.TP863331","1","161269","1.1153e-06","0.0039","A"
"2","Trait2","mrMLM","PstI.TP424788","1","263370","-6.5554e-07","0.0023","A"
"2","Trait2","mrMLM","PstI.TP931820","1","284314","-8.7676e-07","0.003","A"
"2","Trait2","mrMLM","NsiI.TP148773","1","285352","7.9137e-08","3e-04","A"
"2","Trait2","mrMLM","PstI.TP1106845","1","416796","-0.0141","1.4179","A"
"2","Trait2","mrMLM","PstI.TP425356","1","569039","0.0027","0.416","C"
"2","Trait2","mrMLM","PstI.TP999740","1","569491","3.0069e-08","1e-04","A"
"2","Trait2","mrMLM","PstI.TP1152021","1","865447","-1.3596e-06","0.0047","A"
"2","Trait2","mrMLM","PstI.TP716618","1","918921","8.9363e-07","0.0031","G"
"2","Trait2","mrMLM","PstI.TP354591","1","1050082","2.6899e-07","9e-04","C"
"2","Trait2","mrMLM","PstI.TP856852","1","1153760","6e-04","0.1708","G"
"2","Trait2","mrMLM","PstI.TP775725","1","1175417","-1.3831e-06","0.0048","A"
"2","Trait2","mrMLM","PstI.TP929619","1","1952038","0.0042","0.5275","A"
"2","Trait2","mrMLM","PstI.TP417865","1","2030761","-1.0052e-06","0.0035","C"
"2","Trait2","mrMLM","PstI.TP885267","1","2084430","-6.0722e-07","0.0021","A"
"2","Trait2","mrMLM","PstI.TP1294018","1","2280325","-6.7636e-07","0.0023","C"
"2","Trait2","mrMLM","PstI.TP56795","1","2315051","-5.217e-07","0.0018","G"
"2","Trait2","mrMLM","PstI.TP966432","1","2596832","3.5471e-07","0.0012","A"
"2","Trait2","mrMLM","PstI.TP441536","1","2816855","-4.1223e-06","0.0144","C"
"2","Trait2","mrMLM","PstI.TP1085601","1","2820903","0.0033","0.4835","A"
"2","Trait2","mrMLM","PstI.TP525202","1","2884119","-0.0021","0.4018","A"
"2","Trait2","mrMLM","PstI.TP1268585","1","2988383","2.382e-07","8e-04","C"
"2","Trait2","mrMLM","PstI.TP59735","1","3027630","-5.1524e-07","0.0018","A"
"2","Trait2","mrMLM","PstI.TP849876","1","3050119","1.704e-06","0.0059","C"
"2","Trait2","mrMLM","PstI.TP209693","1","3305106","5.7592e-07","0.002","A"
"2","Trait2","mrMLM","PstI.TP626124","1","3342723","-2.0319e-07","7e-04","A"
"2","Trait2","mrMLM","PstI.TP1059573","1","3357749","-0.0054","1.0767","A"
"2","Trait2","mrMLM","NsiI.TP504485","1","3381640","-1.2848e-06","0.0044","A"
"2","Trait2","mrMLM","PstI.TP1244443","1","3397749","1.4136e-06","0.0049","C"
"2","Trait2","mrMLM","PstI.TP1199997","1","3471828","-9.5064e-07","0.0033","C"
"2","Trait2","mrMLM","PstI.TP757375","1","3471897","1.3806e-06","0.0048","A"
"2","Trait2","mrMLM","PstI.TP726521","1","3535515","-3.1453e-07","0.0011","C"
"2","Trait2","mrMLM","PstI.TP374511","1","3576636","-2.9488e-06","0.0103","A"
"2","Trait2","mrMLM","PstI.TP1267977","1","3576713","-1e-04","0.0632","A"
"2","Trait2","mrMLM","PstI.TP1155202","1","3620639","-1.3128e-06","0.0045","A"
"2","Trait2","mrMLM","PstI.TP961085","1","3705536","0.0028","0.881","A"
"2","Trait2","mrMLM","PstI.TP21889","1","3705780","1.4052e-06","0.0049","A"
"2","Trait2","mrMLM","PstI.TP1053336","1","3955998","0.0014","0.3024","A"
"2","Trait2","mrMLM","PstI.TP891020","1","4033768","-1.022e-06","0.0035","G"
"2","Trait2","mrMLM","PstI.TP1007615","1","4064445","0.0142","1.9226","A"
