"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"1","Trait1","mrMLM","PstI.TP506588","1","80675","-0.0111","0.1491","C"
"1","Trait1","mrMLM","PstI.TP863331","1","161269","0.0757","1.0082","A"
"1","Trait1","mrMLM","PstI.TP424788","1","263370","6.8711e-06","0.002","A"
"1","Trait1","mrMLM","PstI.TP931820","1","284314","1.0104e-07","2.8637e-05","A"
"1","Trait1","mrMLM","NsiI.TP148773","1","285352","-1.1312e-05","0.0032","A"
"1","Trait1","mrMLM","PstI.TP1106845","1","416796","-0.1655","1.2022","A"
"1","Trait1","mrMLM","PstI.TP425356","1","569039","2.121e-05","0.0061","C"
"1","Trait1","mrMLM","PstI.TP999740","1","569491","3.5641e-06","0.001","A"
"1","Trait1","mrMLM","PstI.TP1152021","1","865447","4.324e-06","0.0012","A"
"1","Trait1","mrMLM","PstI.TP716618","1","918921","0.0388","0.3657","G"
"1","Trait1","mrMLM","PstI.TP354591","1","1050082","0.029","0.5513","C"
"1","Trait1","mrMLM","PstI.TP856852","1","1153760","1.4256e-05","0.0041","G"
"1","Trait1","mrMLM","PstI.TP775725","1","1175417","-0.0475","0.6018","A"
"1","Trait1","mrMLM","PstI.TP929619","1","1952038","0.0026","0.0695","A"
"1","Trait1","mrMLM","PstI.TP417865","1","2030761","-5.1864e-07","1e-04","C"
"1","Trait1","mrMLM","PstI.TP885267","1","2084430","9.6669e-08","2.74e-05","A"
"1","Trait1","mrMLM","PstI.TP1294018","1","2280325","6.8766e-06","0.002","C"
"1","Trait1","mrMLM","PstI.TP56795","1","2315051","-1.1325e-05","0.0032","G"
"1","Trait1","mrMLM","PstI.TP966432","1","2596832","6.4929e-06","0.0018","A"
"1","Trait1","mrMLM","PstI.TP441536","1","2816855","-0.0218","0.5643","C"
"1","Trait1","mrMLM","PstI.TP1085601","1","2820903","0.04","0.4558","A"
"1","Trait1","mrMLM","PstI.TP525202","1","2884119","-0.0501","0.6911","A"
"1","Trait1","mrMLM","PstI.TP1268585","1","2988383","0.0381","0.5629","C"
"1","Trait1","mrMLM","PstI.TP59735","1","3027630","4.2817e-06","0.0012","A"
"1","Trait1","mrMLM","PstI.TP849876","1","3050119","0.0058","0.1482","C"
"1","Trait1","mrMLM","PstI.TP209693","1","3305106","-6.4651e-06","0.0018","A"
"1","Trait1","mrMLM","PstI.TP626124","1","3342723","1.8258e-05","0.0052","A"
"1","Trait1","mrMLM","PstI.TP1059573","1","3357749","-5.3265e-06","0.0015","A"
"1","Trait1","mrMLM","NsiI.TP504485","1","3381640","-0.0841","0.8352","A"
"1","Trait1","mrMLM","PstI.TP1244443","1","3397749","0.0229","0.4045","C"
"1","Trait1","mrMLM","PstI.TP1199997","1","3471828","0.0452","0.4005","C"
"1","Trait1","mrMLM","PstI.TP757375","1","3471897","2.2071e-06","6e-04","A"
"1","Trait1","mrMLM","PstI.TP726521","1","3535515","-0.0345","0.3917","C"
"1","Trait1","mrMLM","PstI.TP374511","1","3576636","2.589e-05","0.0074","A"
"1","Trait1","mrMLM","PstI.TP1267977","1","3576713","-9.5034e-06","0.0027","A"
"1","Trait1","mrMLM","PstI.TP1155202","1","3620639","0.1766","2.2607","A"
"1","Trait1","mrMLM","PstI.TP961085","1","3705536","0.0317","0.7475","A"
"1","Trait1","mrMLM","PstI.TP21889","1","3705780","-5.7862e-06","0.0016","A"
"1","Trait1","mrMLM","PstI.TP1053336","1","3955998","1.1858e-05","0.0034","A"
"1","Trait1","mrMLM","PstI.TP891020","1","4033768","1.5992e-05","0.0046","G"
"1","Trait1","mrMLM","PstI.TP1007615","1","4064445","1.0293e-05","0.0029","A"
"1","Trait1","mrMLM","PstI.TP629254","1","4276045","-2.3162e-06","7e-04","A"
"1","Trait1","mrMLM","PstI.TP140451","1","4460094","-1.7833e-05","0.0051","G"
"1","Trait1","mrMLM","PstI.TP403850","1","4535788","-8.5479e-06","0.0024","A"
"1","Trait1","mrMLM","NsiI.TP468762","1","4620729","-0.027","0.3685","A"
"1","Trait1","mrMLM","PstI.TP307588","1","4762662","-2.2208e-05","0.0063","A"
"1","Trait1","mrMLM","PstI.TP920636","1","4777048","-0.0076","0.1628","A"
"1","Trait1","mrMLM","PstI.TP947391","1","4891496","0.0576","0.5892","C"
"1","Trait1","mrMLM","PstI.TP683907","1","4900973","-1.9165e-05","0.0055","A"
"1","Trait1","mrMLM","PstI.TP402429","1","4990016","0.1039","1.4768","C"
"1","Trait1","mrMLM","PstI.TP1126882","1","5115206","-0.0412","0.4073","A"
"1","Trait1","mrMLM","PstI.TP684655","1","5379329","1.1415e-05","0.0032","A"
"1","Trait1","mrMLM","NsiI.TP367540","1","5460609","-0.072","0.5231","C"
"1","Trait1","mrMLM","PstI.TP9547","1","5534818","-3.4559e-05","0.0099","C"
"1","Trait1","mrMLM","PstI.TP476949","1","5536792","-0.0335","0.8919","A"
"1","Trait1","mrMLM","PstI.TP291849","1","5571398","-0.0307","0.5594","G"
"1","Trait1","mrMLM","PstI.TP677745","1","5751851","0.0628","1.3382","C"
"1","Trait1","mrMLM","PstI.TP739422","1","5776555","4.011e-06","0.0011","C"
"1","Trait1","mrMLM","PstI.TP705967","1","5858828","8.3247e-06","0.0024","C"
"1","Trait1","mrMLM","PstI.TP1252197","1","5912854","0.0704","1.0491","C"
"1","Trait1","mrMLM","PstI.TP116123","1","5967108","1.9398e-05","0.0055","A"
"1","Trait1","mrMLM","PstI.TP804275","1","5979740","-0.0644","0.6222","A"
"1","Trait1","mrMLM","PstI.TP523933","1","6018181","-0.0021","0.1024","C"
"1","Trait1","mrMLM","PstI.TP722242","1","6187691","-1.6922e-07","4.7961e-05","A"
"1","Trait1","mrMLM","NsiI.TP488601","1","6409370","-3.3408e-05","0.0096","C"
"1","Trait1","mrMLM","PstI.TP1015835","1","6514843","-0.0224","0.3899","A"
"1","Trait1","mrMLM","PstI.TP547229","1","6574881","-0.0423","0.5147","C"
"1","Trait1","mrMLM","PstI.TP1129801","1","6608649","0.036","0.7357","C"
"1","Trait1","mrMLM","PstI.TP272307","1","6679965","1.6387e-05","0.0047","A"
"1","Trait1","mrMLM","PstI.TP841428","1","6731433","-1.24e-05","0.0035","A"
"1","Trait1","mrMLM","PstI.TP1136661","1","6752030","-1.1663e-07","3.3056e-05","G"
"1","Trait1","mrMLM","PstI.TP444825","1","6930877","1.459e-05","0.0042","C"
"1","Trait1","mrMLM","PstI.TP572285","1","6947477","0.0071","0.0958","G"
"1","Trait1","mrMLM","NsiI.TP800074","1","6979429","1.7772e-05","0.0051","C"
"1","Trait1","mrMLM","PstI.TP806450","1","7007771","1.831e-05","0.0052","C"
"1","Trait1","mrMLM","PstI.TP443586","1","7215893","-4.7224e-06","0.0013","A"
"1","Trait1","mrMLM","PstI.TP488378","1","7260223","1.7585e-05","0.005","C"
"1","Trait1","mrMLM","NsiI.TP375218","1","7321465","0.0539","0.7787","A"
"1","Trait1","mrMLM","PstI.TP451905","1","7339832","0.0704","0.9282","A"
"1","Trait1","mrMLM","PstI.TP712786","1","7449325","1.5095e-05","0.0043","C"
"1","Trait1","mrMLM","PstI.TP1137764","1","7486769","2.1644e-06","6e-04","A"
"1","Trait1","mrMLM","PstI.TP1173447","1","7571007","4.1921e-06","0.0012","C"
"1","Trait1","mrMLM","PstI.TP614866","1","7824409","0.1015","0.9825","A"
"1","Trait1","mrMLM","PstI.TP973605","1","7933170","-5.6929e-06","0.0016","G"
"1","Trait1","mrMLM","PstI.TP972953","1","7984963","2.2983e-05","0.0066","C"
"1","Trait1","mrMLM","PstI.TP36329","1","8029204","-0.0792","0.7211","A"
"1","Trait1","mrMLM","PstI.TP308053","1","8330660","1.011e-05","0.0029","A"
"1","Trait1","mrMLM","PstI.TP235369","1","8337767","0.0425","0.4418","A"
"1","Trait1","mrMLM","PstI.TP424566","1","8533790","-2.4448e-05","0.007","C"
"1","Trait1","mrMLM","PstI.TP983141","1","8569458","6.7641e-07","2e-04","C"
"1","Trait1","mrMLM","PstI.TP302093","1","8923298","0.0434","0.5751","C"
"1","Trait1","mrMLM","PstI.TP461927","1","9014162","0.0601","0.7976","A"
"1","Trait1","mrMLM","PstI.TP691225","1","9036250","-1.43e-05","0.0041","G"
"1","Trait1","mrMLM","PstI.TP443245","1","9039678","6.873e-06","0.002","C"
"1","Trait1","mrMLM","PstI.TP542649","1","9116308","0.0232","0.3029","C"
"1","Trait1","mrMLM","PstI.TP550784","1","9140137","-0.0538","0.5118","A"
"1","Trait1","mrMLM","PstI.TP581769","1","9144035","0.0209","0.2509","A"
"1","Trait1","mrMLM","PstI.TP745827","1","9270379","2.4498e-05","0.007","A"
"1","Trait1","mrMLM","PstI.TP974726","1","9504539","0.049","0.7438","G"
"1","Trait1","mrMLM","PstI.TP701371","1","9558859","0.0875","1.0608","C"
"1","Trait1","mrMLM","PstI.TP390724","1","9756005","-7.8378e-06","0.0022","G"
"1","Trait1","mrMLM","PstI.TP258967","1","9761381","-2.9161e-07","8.2655e-05","C"
"1","Trait1","mrMLM","PstI.TP377612","1","9851429","0.0078","0.21","A"
"1","Trait1","mrMLM","PstI.TP377610","1","9851445","2.3655e-05","0.0068","C"
"1","Trait1","mrMLM","PstI.TP1001875","1","9929490","4.5052e-06","0.0013","C"
"1","Trait1","mrMLM","PstI.TP120265","1","9929566","0.0259","0.4007","A"
"1","Trait1","mrMLM","PstI.TP145867","1","9990979","-1.0731e-05","0.0031","C"
"1","Trait1","mrMLM","PstI.TP498398","1","10010021","2.8973e-06","8e-04","A"
"1","Trait1","mrMLM","PstI.TP1106149","1","10181736","-1.3598e-05","0.0039","C"
"1","Trait1","mrMLM","PstI.TP593918","1","10465079","-1.2849e-05","0.0037","A"
"1","Trait1","mrMLM","NsiI.TP360999","1","10465743","8.9905e-06","0.0026","C"
"1","Trait1","mrMLM","PstI.TP323026","1","10477035","-0.0065","0.0906","A"
"1","Trait1","mrMLM","PstI.TP91211","1","10530796","5.115e-06","0.0015","G"
"1","Trait1","mrMLM","PstI.TP488889","1","10576905","-0.006","0.1445","G"
"1","Trait1","mrMLM","PstI.TP948493","1","10639570","-0.0266","0.3294","A"
"1","Trait1","mrMLM","PstI.TP667320","1","10965394","0.0729","0.6088","C"
"1","Trait1","mrMLM","PstI.TP869093","1","11187262","6.5581e-06","0.0019","C"
"1","Trait1","mrMLM","PstI.TP835148","1","11456164","3.8996e-06","0.0011","A"
"1","Trait1","mrMLM","PstI.TP319571","1","11815150","4.3585e-05","0.0125","A"
"1","Trait1","mrMLM","PstI.TP1288084","1","11935767","-2.6563e-05","0.0076","A"
"1","Trait1","mrMLM","PstI.TP939213","1","11990855","-0.0459","0.4243","A"
"1","Trait1","mrMLM","PstI.TP301133","1","12137712","0.0713","0.5181","G"
"1","Trait1","mrMLM","NsiI.TP690036","1","12138480","6.2406e-06","0.0018","C"
"1","Trait1","mrMLM","PstI.TP181460","1","12172878","8.4504e-07","2e-04","C"
"1","Trait1","mrMLM","PstI.TP308387","1","12249163","-0.0316","0.6768","A"
"1","Trait1","mrMLM","PstI.TP401102","1","12714512","0.0105","0.1658","C"
"1","Trait1","mrMLM","PstI.TP770895","1","13263569","1.9901e-06","6e-04","A"
"1","Trait1","mrMLM","PstI.TP726878","1","13263594","-2.2425e-05","0.0064","A"
"1","Trait1","mrMLM","NsiI.TP146220","1","13426299","-1.9955e-05","0.0057","A"
"1","Trait1","mrMLM","PstI.TP775845","1","13537099","-3.9922e-06","0.0011","C"
"1","Trait1","mrMLM","PstI.TP473065","1","14979768","2.8061e-05","0.008","C"
"1","Trait1","mrMLM","PstI.TP994295","1","15000089","-3.1745e-05","0.0091","C"
"1","Trait1","mrMLM","NsiI.TP453296","1","15160906","0.0588","0.7514","G"
"1","Trait1","mrMLM","PstI.TP745600","1","15174350","3.2271e-07","9.1468e-05","A"
"1","Trait1","mrMLM","PstI.TP37494","1","15597809","-1.3712e-05","0.0039","C"
"1","Trait1","mrMLM","PstI.TP364469","1","15807512","0.0439","0.7083","A"
"1","Trait1","mrMLM","PstI.TP548596","1","16432580","7.003e-06","0.002","A"
"1","Trait1","mrMLM","PstI.TP1150194","1","16733554","-7e-04","0.0359","A"
"1","Trait1","mrMLM","PstI.TP1062903","1","16796019","-0.1013","0.9544","A"
"1","Trait1","mrMLM","PstI.TP875497","1","17132096","9.6125e-06","0.0027","G"
"1","Trait1","mrMLM","PstI.TP270063","1","17132801","-5.6432e-06","0.0016","A"
"1","Trait1","mrMLM","PstI.TP97518","1","17476051","-3e-04","0.0295","C"
"1","Trait1","mrMLM","PstI.TP311967","1","17610629","0.1205","1.0247","C"
"1","Trait1","mrMLM","PstI.TP907404","1","18035898","-0.0315","0.3107","A"
"1","Trait1","mrMLM","PstI.TP510832","1","18167351","-2.5088e-05","0.0072","A"
"1","Trait1","mrMLM","NsiI.TP20060","1","18191763","3.0217e-05","0.0087","A"
"1","Trait1","mrMLM","PstI.TP1183011","1","18308062","9.4602e-06","0.0027","G"
"1","Trait1","mrMLM","PstI.TP460935","1","18308167","-1.1679e-05","0.0033","A"
"1","Trait1","mrMLM","PstI.TP533117","1","18662889","1.6781e-05","0.0048","G"
"1","Trait1","mrMLM","PstI.TP166501","1","18793961","0.0181","0.337","A"
"1","Trait1","mrMLM","PstI.TP298371","1","19099334","-0.0053","0.1486","A"
"1","Trait1","mrMLM","PstI.TP458499","1","19100550","-0.054","1.0797","A"
"1","Trait1","mrMLM","PstI.TP402677","1","19244412","-7.2113e-05","0.0103","A"
"1","Trait1","mrMLM","PstI.TP579186","1","19637965","1.4783e-06","4e-04","C"
"1","Trait1","mrMLM","PstI.TP574132","1","19943823","1.8479e-05","0.0053","A"
"1","Trait1","mrMLM","PstI.TP890955","1","20013544","0.0307","0.5135","A"
"1","Trait1","mrMLM","PstI.TP890977","1","20013575","-0.0241","0.4697","C"
"1","Trait1","mrMLM","NsiI.TP352570","1","20251715","-0.1462","1.1687","C"
"1","Trait1","mrMLM","NsiI.TP440927","1","20252244","-0.0099","0.1689","A"
"1","Trait1","mrMLM","PstI.TP1239144","1","20685889","-0.0621","1.1809","C"
"1","Trait1","mrMLM","PstI.TP861964","1","20685961","0.1127","1.0782","A"
"1","Trait1","mrMLM","PstI.TP851166","1","21305923","1.2136e-05","0.0035","C"
"1","Trait1","mrMLM","PstI.TP198890","1","21626192","2.1556e-05","0.0062","A"
"1","Trait1","mrMLM","PstI.TP1074331","1","21885836","-0.0789","1.3846","A"
"1","Trait1","mrMLM","PstI.TP761935","1","22258955","2.0061e-05","0.0057","A"
"1","Trait1","mrMLM","NsiI.TP304101","1","22335385","-5.6475e-06","0.0016","C"
"1","Trait1","mrMLM","PstI.TP1133775","1","23057893","1.9822e-06","6e-04","C"
"1","Trait1","mrMLM","PstI.TP328085","1","23102616","1.0985e-05","0.0031","C"
"1","Trait1","mrMLM","PstI.TP1020277","1","23246220","8.4205e-06","0.0024","C"
"1","Trait1","mrMLM","PstI.TP1256502","1","23777666","1.5704e-05","0.0045","A"
"1","Trait1","mrMLM","PstI.TP884909","1","23972025","2.1667e-05","0.0062","C"
"1","Trait1","mrMLM","PstI.TP98839","1","25165051","-1.0945e-05","0.0031","C"
"1","Trait1","mrMLM","PstI.TP543090","1","25480362","-0.0554","0.4462","A"
"1","Trait1","mrMLM","PstI.TP757921","1","26848011","0.0074","0.2303","A"
"1","Trait1","mrMLM","PstI.TP288641","1","27158173","-1.8353e-05","0.0052","A"
"1","Trait1","mrMLM","PstI.TP309238","1","27158767","-1.0159e-05","0.0029","G"
"1","Trait1","mrMLM","PstI.TP176880","1","28241729","2.3617e-05","0.0067","A"
"1","Trait1","mrMLM","PstI.TP896979","1","28970255","4.3842e-06","0.0012","G"
"1","Trait1","mrMLM","PstI.TP150197","1","30650620","2.0799e-07","5.8963e-05","G"
"1","Trait1","mrMLM","PstI.TP31070","1","30825121","-9.2508e-06","0.0026","C"
"1","Trait1","mrMLM","PstI.TP510044","1","31327463","3.3113e-05","0.0095","C"
"1","Trait1","mrMLM","PstI.TP1104697","1","34536264","5.5895e-06","0.0016","C"
"1","Trait1","mrMLM","PstI.TP231608","1","46403489","-1.5526e-05","0.0044","A"
"1","Trait1","mrMLM","PstI.TP1213378","1","46786394","0.0164","0.2262","C"
"1","Trait1","mrMLM","PstI.TP286748","1","49731278","-7.1895e-06","0.002","A"
"1","Trait1","mrMLM","PstI.TP261824","1","50142562","-3.8924e-06","0.0011","A"
"1","Trait1","mrMLM","PstI.TP1189297","1","50142670","2.0054e-05","0.0057","A"
"1","Trait1","mrMLM","PstI.TP1162168","1","50144561","-0.016","0.2799","A"
"1","Trait1","mrMLM","PstI.TP122157","1","50223254","0.0369","0.3679","A"
"1","Trait1","mrMLM","PstI.TP15027","1","50852753","3.0969e-05","0.0089","C"
"1","Trait1","mrMLM","PstI.TP1138376","1","51888724","1.1532e-06","3e-04","A"
"1","Trait1","mrMLM","PstI.TP481755","1","51889649","-2.5541e-05","0.0073","G"
"1","Trait1","mrMLM","PstI.TP452799","1","52828554","5.0513e-06","0.0014","A"
"1","Trait1","mrMLM","PstI.TP548667","1","53141843","-1.1697e-05","0.0033","A"
"1","Trait1","mrMLM","PstI.TP1134497","1","53143016","-5.3554e-06","0.0015","C"
"1","Trait1","mrMLM","PstI.TP378778","1","54121051","-1.0955e-05","0.0031","G"
"1","Trait1","mrMLM","PstI.TP665437","1","54999161","-0.0451","0.3745","C"
"1","Trait1","mrMLM","PstI.TP1167747","1","56262223","-1.3978e-05","0.004","A"
"1","Trait1","mrMLM","PstI.TP1007712","1","56295361","-3.0474e-05","0.0087","A"
"1","Trait1","mrMLM","PstI.TP309283","1","56385216","9.5546e-06","0.0027","A"
"1","Trait1","mrMLM","NsiI.TP742789","1","56568036","6.8851e-06","0.002","A"
"1","Trait1","mrMLM","PstI.TP822327","1","56871868","2.3516e-05","0.0067","A"
"1","Trait1","mrMLM","PstI.TP377200","1","56910407","0.0064","0.2004","G"
"1","Trait1","mrMLM","PstI.TP1041006","1","57001520","1.6524e-05","0.0047","C"
"1","Trait1","mrMLM","PstI.TP1282088","1","57117988","-1.6653e-05","0.0047","G"
"1","Trait1","mrMLM","PstI.TP807213","1","57183105","-1.6002e-05","0.0046","C"
"1","Trait1","mrMLM","PstI.TP1165736","1","57192298","-1.4733e-05","0.0042","C"
"1","Trait1","mrMLM","PstI.TP264010","1","57283338","1.6752e-05","0.0048","A"
"1","Trait1","mrMLM","PstI.TP445858","1","57330069","-0.1021","0.7624","C"
"1","Trait1","mrMLM","NsiI.TP755202","1","57718474","-0.0746","1.0228","C"
"1","Trait1","mrMLM","PstI.TP9065","1","57881166","1.3733e-05","0.0039","A"
"1","Trait1","mrMLM","PstI.TP708344","1","57964831","-4.1436e-05","0.0119","A"
"1","Trait1","mrMLM","PstI.TP720409","1","58165134","-8e-04","0.061","C"
"1","Trait1","mrMLM","PstI.TP306310","1","58165810","-0.0639","0.6226","C"
"1","Trait1","mrMLM","PstI.TP607895","1","58398018","-4.587e-06","0.0013","C"
"1","Trait1","mrMLM","PstI.TP975092","1","59040624","-1.5342e-05","0.0044","C"
"1","Trait1","mrMLM","PstI.TP546331","1","59140499","5.5547e-06","0.0016","A"
"1","Trait1","mrMLM","PstI.TP502131","1","59426545","-1.3659e-05","0.0039","C"
"1","Trait1","mrMLM","PstI.TP816116","1","59685970","-2.1512e-05","0.0061","A"
"1","Trait1","mrMLM","NsiI.TP45219","1","60042018","5.1159e-06","0.0015","C"
"1","Trait1","mrMLM","PstI.TP773822","1","60097008","0.0578","0.5437","C"
"1","Trait1","mrMLM","PstI.TP457393","1","60097068","-0.0309","0.6259","C"
"1","Trait1","mrMLM","PstI.TP1185674","1","60148122","-0.0237","0.2901","A"
"1","Trait1","mrMLM","NsiI.TP337751","1","60167980","0.023","0.5526","C"
"1","Trait1","mrMLM","NsiI.TP94007","1","60313546","-1.4741e-05","0.0042","C"
"1","Trait1","mrMLM","PstI.TP1014707","1","60949616","-2.9434e-07","8.3467e-05","C"
"1","Trait1","mrMLM","PstI.TP774975","1","61157443","-7.7375e-08","2.1931e-05","C"
"1","Trait1","mrMLM","PstI.TP1246681","1","61289286","1.4066e-05","0.004","C"
"1","Trait1","mrMLM","PstI.TP365645","1","61353360","-0.0637","0.9406","A"
"1","Trait1","mrMLM","PstI.TP1040444","1","61649660","-0.0504","0.5626","C"
"1","Trait1","mrMLM","PstI.TP483846","1","61901448","-1.1082e-06","3e-04","C"
"1","Trait1","mrMLM","PstI.TP288904","1","62080065","1.5811e-05","0.0045","C"
"1","Trait1","mrMLM","PstI.TP153019","1","62238600","1.2589e-06","4e-04","A"
"1","Trait1","mrMLM","NsiI.TP462536","1","62433879","-1.6523e-05","0.0047","A"
"1","Trait1","mrMLM","PstI.TP1235985","1","62443684","-0.0148","0.2833","A"
"1","Trait1","mrMLM","PstI.TP116028","1","62738111","-1.7617e-05","0.005","G"
"1","Trait1","mrMLM","PstI.TP332665","1","62857264","1.25e-05","0.0036","A"
"1","Trait1","mrMLM","PstI.TP834485","1","62936010","8.3676e-06","0.0024","A"
"1","Trait1","mrMLM","PstI.TP420801","1","62946889","-9.1291e-06","0.0026","G"
