SNP,Chromosome,Position,DF,t Value,std Error,effect
GFSSContig17137_940,1,36536,94,-0.464295261198692,NA,-0.0125862124653688
PstI.TP863331,1,161269,94,-1.39178755358042,NA,-0.0319870725721019
PstI.TP271714,1,262844,94,0.388324245241443,NA,0.00895435960796187
NsiI.TP148773,1,285352,94,-1.40803394436256,NA,-0.0276431411698253
PstI.TP425356,1,569039,94,1.71790958544869,NA,0.0467757628445823
PstI.TP999740,1,569491,94,1.51586613403621,NA,0.0337404706334394
NsiI.TP802651,1,754114,94,-0.612649727248934,NA,-0.0131893840255257
NsiI.TP585976,1,829048,94,-0.107181590359289,NA,-0.00260441897054275
PstI.TP1246584,1,1015480,94,-0.255942604198689,NA,-0.00376503201627083
PstI.TP354591,1,1050082,94,0.115572071561834,NA,0.00191719727395886
PstI.TP856852,1,1153760,94,-1.24153868539065,NA,-0.0321794991201705
PstI.TP775725,1,1175417,94,1.16058159092182,NA,0.0299915967497779
PstI.TP136460,1,1229717,94,-2.52360950378815,NA,-0.0483609139328428
PstI.TP329515,1,1537490,94,1.5024599744205,NA,0.0245727525337973
PstI.TP1121399,1,1542224,94,1.11832761316421,NA,0.0232325869812731
NsiI.TP735901,1,1547162,94,-0.974270202255505,NA,-0.0275044559576566
PstI.TP1031399,1,1661159,94,1.82974806066544,NA,0.0297688603247787
NsiI.TP709976,1,1682685,94,-0.156002095523699,NA,-0.00339088835955426
PstI.TP417865,1,2030761,94,0.0991277040802946,NA,0.00223166786224563
NsiI.TP666080,1,2031570,94,-1.46095032485503,NA,-0.0314951976124405
PstI.TP885267,1,2084430,94,-0.458916136809841,NA,-0.0151855979395383
GFSSContig18743_720,1,2267526,94,-0.0149671779980424,NA,-0.000574402069248636
PstI.TP1294018,1,2280325,94,-0.0968997177442387,NA,-0.00260873743860898
PstI.TP653218,1,2466683,94,-1.68347781390421,NA,-0.0405594957242557
NsiI.TP486649,1,2601704,94,-0.871156014248092,NA,-0.0215981442044198
PstI.TP441536,1,2816855,94,0.964123408763807,NA,0.0131749881405974
PstI.TP1085601,1,2820903,94,1.12469322281388,NA,0.0322959222636431
PstI.TP525202,1,2884119,94,-0.659205250423839,NA,-0.0159631101571233
PstI.TP1268585,1,2988383,94,-2.64071901290235,NA,-0.0632392839055833
PstI.TP849876,1,3050119,94,0.0157741624040904,NA,0.00036791936933233
PstI.TP626124,1,3342723,94,-0.0656667505832714,NA,-0.00257422390191739
PstI.TP1059573,1,3357749,94,1.15414685224392,NA,0.0269576914022711
NsiI.TP260939,1,3396877,94,-0.121565862306969,NA,-0.00182786032280141
PstI.TP1244443,1,3397749,94,1.33769980946099,NA,0.028125822074483
PstI.TP726521,1,3535515,94,-0.6220434976704,NA,-0.0178807413074036
PstI.TP374511,1,3576636,94,-0.0306155308992334,NA,-0.000621815017378902
PstI.TP1267977,1,3576713,94,0.554457995200458,NA,0.0128475208059557
PstI.TP12228,1,3683456,94,-0.0424285259831898,NA,-0.00110605302638295
PstI.TP961085,1,3705536,94,0.042704279521577,NA,0.000594484761942661
PstI.TP21889,1,3705780,94,-1.74527581362421,NA,-0.0287008572491486
PstI.TP1053336,1,3955998,94,-0.395344821091227,NA,-0.0103049030936187
NsiI.TP403662,1,3957731,94,-1.19088474708762,NA,-0.0284526121818314
PstI.TP891020,1,4033768,94,0.31667437767261,NA,0.00821531302156441
PstI.TP629259,1,4276027,94,-2.49198213340834,NA,-0.0424993343726257
PstI.TP140451,1,4460094,94,0.634851540438108,NA,0.0134855991562133
NsiI.TP39399,1,4465777,94,0.306632982057505,NA,0.00652005179721859
PstI.TP1250346,1,4555696,94,-1.723856308161,NA,-0.0504545000801049
NsiI.TP468762,1,4620729,94,0.714728762534381,NA,0.0182708818962888
PstI.TP1009631,1,4625223,94,2.24924949625768,NA,0.0678537113971436
PstI.TP982823,1,4677828,94,-0.237509914866968,NA,-0.00344085704107384
PstI.TP307588,1,4762662,94,-1.6274396228658,NA,-0.0440159807289521
PstI.TP920636,1,4777048,94,-1.24751999512659,NA,-0.0314146030944029
PstI.TP1168479,1,4789991,94,-0.172275512991687,NA,-0.00402766257257709
PstI.TP683907,1,4900973,94,2.28621318816295,NA,0.0455980487968533
PstI.TP402429,1,4990016,94,0.721901589591332,NA,0.0195896903798924
GFSSContig12956_423,1,4994838,94,-0.0656667505832714,NA,-0.00257422390191739
PstI.TP748688,1,5063937,94,0.356173347614198,NA,0.00724381628947973
PstI.TP684655,1,5379329,94,0.528102404928992,NA,0.00828746471944113
PstI.TP213596,1,5408780,94,0.459745663783202,NA,0.00793271060883544
NsiI.TP556033,1,5459542,94,-1.46141749568962,NA,-0.0313127555739333
PstI.TP9547,1,5534818,94,0.459400265938079,NA,0.00855681238755238
PstI.TP476949,1,5536792,94,2.2056502475078,NA,0.0271696152040451
PstI.TP137261,1,5540981,94,0.53682502498437,NA,0.0108237500079893
PstI.TP1113834,1,5559012,94,0.534006863743252,NA,0.0115655073876169
PstI.TP291849,1,5571398,94,0.689568907389014,NA,0.0120863897064563
NsiI.TP83219,1,5636529,94,0.138427393234503,NA,0.0025447109598577
PstI.TP584919,1,5663458,94,1.59679702839531,NA,0.0359453632876643
NsiI.TP522455,1,5717942,94,-0.362461561566817,NA,-0.0106138637085735
PstI.TP677745,1,5751851,94,-1.81452825901395,NA,-0.0317951244605372
PstI.TP356699,1,5752437,94,-0.637906475963706,NA,-0.0263546098943022
PstI.TP705967,1,5858828,94,0.599194749019079,NA,0.0145318789524886
PstI.TP1252197,1,5912854,94,0.680561427007616,NA,0.0181553522135447
PstI.TP116123,1,5967108,94,0.428586553640231,NA,0.0115658133881073
PstI.TP523933,1,6018181,94,0.253704126988878,NA,0.00384640736400173
NsiI.TP488601,1,6409370,94,-0.239951269361214,NA,-0.00357418659321684
PstI.TP1015835,1,6514843,94,1.59871106407391,NA,0.0315414316673439
PstI.TP547229,1,6574881,94,0.572878623267603,NA,0.0135149972496343
PstI.TP1129801,1,6608649,94,0.441695898142473,NA,0.00770845076308871
PstI.TP272307,1,6679965,94,0.471917977692454,NA,0.00854702936421259
PstI.TP1245357,1,6748280,94,0.0467146072388156,NA,0.00121891730042741
PstI.TP444825,1,6930877,94,-0.0656667505832714,NA,-0.00257422390191739
PstI.TP806450,1,7007771,94,1.38863465649896,NA,0.0238447031112785
GFSSContig3389_68,1,7132320,94,1.6871426171588,NA,0.0276245574984605
PstI.TP443586,1,7215893,94,-0.315298795602275,NA,-0.0044468384579574
PstI.TP356624,1,7268772,94,0.0973811441853485,NA,0.00132124579731639
NsiI.TP375218,1,7321465,94,-0.668465579136907,NA,-0.015054249768557
PstI.TP451905,1,7339832,94,0.625613205709122,NA,0.0156248085333657
PstI.TP867155,1,7342618,94,-0.512382715164387,NA,-0.0129616259638677
PstI.TP1288486,1,7349710,94,-1.76870082957249,NA,-0.0290464845144981
NsiI.TP481176,1,7350098,94,-2.74782982719233,NA,-0.0481537351119962
PstI.TP712786,1,7449325,94,1.14233066678792,NA,0.027217037429331
PstI.TP1137764,1,7486769,94,0.405421962319355,NA,0.0113541976404721
PstI.TP1173447,1,7571007,94,1.00221497405483,NA,0.0275178541935046
NsiI.TP432315,1,7822652,94,0.208076764582492,NA,0.00270945757241658
PstI.TP973605,1,7933170,94,1.52824318770567,NA,0.0371328881486101
PstI.TP972953,1,7984963,94,-1.30913480289794,NA,-0.01835520850037
PstI.TP308053,1,8330660,94,-1.99669932339592,NA,-0.0454691531836245
PstI.TP424566,1,8533790,94,-0.839182617422947,NA,-0.0166991476077969
PstI.TP426455,1,8609159,94,-1.40965236589975,NA,-0.0305792388033795
PstI.TP226344,1,8781728,94,-0.626591822593035,NA,-0.021697542415372
PstI.TP545486,1,8870035,94,-0.0721491491590107,NA,-0.00140552880668144
PstI.TP302093,1,8923298,94,0.33013215881739,NA,0.00818896680691877
PstI.TP461927,1,9014162,94,-0.478331809661813,NA,-0.0125172386465069
PstI.TP443245,1,9039678,94,-0.224251105789296,NA,-0.00617248355087831
PstI.TP978811,1,9073364,94,0.66225884924702,NA,0.0254228266880541
PstI.TP542649,1,9116308,94,-0.359778202689662,NA,-0.010745760978721
PstI.TP745827,1,9270379,94,0.277570138033581,NA,0.00759265557568456
PstI.TP456141,1,9284445,94,-1.14959013980955,NA,-0.0321174016746618
PstI.TP974726,1,9504539,94,1.00994053386738,NA,0.0274126427645977
PstI.TP701371,1,9558859,94,0.163086254187079,NA,0.00471379787180939
PstI.TP1174311,1,9559149,94,0.493629636041976,NA,0.009543649345961
PstI.TP336334,1,9630139,94,-1.00572151148882,NA,-0.0148564771567279
SSk40ctg20422_195,1,9699984,94,0.126790138320398,NA,0.00199664693969392
PstI.TP390724,1,9756005,94,1.09146807492653,NA,0.0248763201990022
NsiI.TP727325,1,9821700,94,0.114955297193342,NA,0.00440831974372957
PstI.TP1278278,1,9821711,94,-1.76533235803669,NA,-0.0268950633835354
PstI.TP377612,1,9851429,94,-0.783485022391954,NA,-0.0136583809482573
PstI.TP377610,1,9851445,94,-0.855698410928572,NA,-0.0228490615149711
PstI.TP498398,1,10010021,94,0.607212597041392,NA,0.0147783767355181
PstI.TP474486,1,10028947,94,-0.620304207747636,NA,-0.0138300265428247
PstI.TP1106149,1,10181736,94,0.218278720817393,NA,0.00396343334990584
