"","Name","Chromosome","Position","TFN.","FNMain","FNsmall","HD_1","FD_1","HD_50.","FD_50.","HW_1","FW_1","HW_50","FW_50","GHW_1","GFW_1","GHW_50","GFW_50","HM_1","FM_1","HM_50","FM_50","fprind","fprinW","fprinGW","fprinM","rrBLUP.TFN.","rrBLUP.FNMain","rrBLUP.FNsmall","rrBLUP.HD_1","rrBLUP.FD_1","rrBLUP.HD_50.","rrBLUP.FD_50.","rrBLUP.HW_1","rrBLUP.FW_1","rrBLUP.HW_50","rrBLUP.FW_50","rrBLUP.GHW_1","rrBLUP.GFW_1","rrBLUP.GHW_50","rrBLUP.GFW_50","rrBLUP.HM_1","rrBLUP.FM_1","rrBLUP.HM_50","rrBLUP.FM_50","rrBLUP.fprind","rrBLUP.fprinW","rrBLUP.fprinGW","rrBLUP.fprinM"
"38","GFSSContig17137_1860",1,35412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"39","GFSSContig17137_940",1,36536,0.0441663070365471,0.00487294058854983,0.222693288075323,0.196645301227886,0.214316098659083,0.261645932436718,0.280267699446854,0.159925718936356,0.227774580778538,0.249633450651801,0.261163568245417,0.167116864447491,0.223474181614095,0.23170538366334,0.349337642533112,0.126828061372283,0.0612219033740014,0.124178373993203,0.244449321427744,0.267394725707822,0.255696620247527,0.259962553408445,0.1203501713491,0.903303499961313,0.988842353109987,0.59883436073137,0.635850033891268,0.61049751616769,0.547462110818143,0.524484068214449,0.691949310749633,0.591868762130947,0.562816147840721,0.54807050635691,0.680586194884072,0.597758579800473,0.586535923344739,0.447365364441485,0.746744338459246,0.868516546148504,0.751314249875473,0.569574684902648,0.540263060288362,0.555013286373289,0.549588259492732,0.757966180956313
"3344","PstI.TP506588",1,80675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4387","PstI.TP863331",1,161269,0.412308939987477,0.268672568398531,0.286616911893777,0.767469432254424,0.668580922716038,0.66426442532287,0.6630478904953,0.765223669196849,0.633509698923005,0.652241681361357,0.652812885364517,0.674060184881765,0.576846240565678,0.66591670082035,0.616241280841828,0.605074492976199,0.645304017753662,0.688915039351975,0.767008868370588,0.668726556607789,0.654460286847133,0.64774349253238,0.631519493392103,0.3869822630467,0.538675758186113,0.516872097485,0.170816794494811,0.214495940520361,0.216638467429834,0.217246160409789,0.171702386231039,0.232536055395678,0.222719538815075,0.222426800425679,0.211806759138341,0.264943799068089,0.215815831166579,0.241968436999394,0.248270721889868,0.226305955075478,0.204684502005347,0.170998039662984,0.214424024705398,0.221584671052862,0.225038335792951,0.233604124620102
"1079","NsiI.TP611047",1,185165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2666","PstI.TP271714",1,262844,0.893424733205677,0.824953861509657,1.16761991818819,0.167875283804176,0.163658925238664,0.152407160543281,0.185587708104202,0.169095298647308,0.156598161863156,0.130581399503804,0.194435562455334,0.113637981819016,0.16044029346886,0.162623210875405,0.186359466694171,0.0966821611810569,0.246178523440879,0.156938259613958,0.199520636642979,0.172440662062513,0.172229803566612,0.165979375060388,0.131106999497197,0.127813070090196,0.149639462132284,0.0679798311930291,0.679398707297347,0.686026788594106,0.704032713451717,0.652247302848532,0.677492826849282,0.697271377579137,0.740318497080624,0.639093554497036,0.769771837534657,0.691129938981465,0.687664791706488,0.651089262662358,0.800419828697768,0.567311355394313,0.696725555312187,0.631654163867759,0.672294158824798,0.672620650088179,0.682371099638691,0.739423076923336
"3131","PstI.TP424788",1,263370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4605","PstI.TP931820",1,284314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"161","NsiI.TP148773",1,285352,0.565228081857159,0.386509438869459,0.161615426838965,0.78249932494264,0.746112393567326,0.728046267426822,0.732658457965917,0.772758347588516,0.651657337507538,0.657955182195795,0.709892191922051,0.802515821206369,0.649642345344683,0.710533412911166,0.639721483648917,0.745340093615394,0.916992773463394,0.745701677839824,0.941823806561235,0.734370795847964,0.69336362814232,0.695542673386199,0.789037322421008,0.272127178097628,0.410667714407813,0.689262376588051,0.165006356613911,0.17942692174889,0.187048285844436,0.185072351056149,0.168749172719576,0.22301940997012,0.219808669661137,0.195032868394602,0.157573861805425,0.224056555257059,0.194745121493337,0.229233727478939,0.179746278065181,0.121061827772656,0.179596687470083,0.114334209503837,0.184344083760025,0.202598568227371,0.201584588572432,0.162540906526228
"162","NsiI.TP148774",1,285397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
