SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
PstI.TP1159423,11,8140,1.33905430544471e-05,0.396551724137931,116,0,0.180155160600168,0.0131038968892639,0.229562277078637
PstI.TP96410,3,4423816,1.92017294443106e-05,0.193965517241379,116,0,0.173085115857617,0.0131038968892639,0.233128369867453
PstI.TP457393,1,60097068,2.57050533204936e-05,0.206896551724138,116,0,0.167403491951885,0.0131038968892639,-0.210990588883404
PstI.TP1022061,3,61377198,2.68650785737551e-05,0.150862068965517,116,0,0.166546819326036,0.0131038968892639,0.254324066507045
PstI.TP360841,2,2832783,3.24193391619591e-05,0.405172413793103,116,0,0.162908620680735,0.0131038968892639,0.23556311362991
PstI.TP1071296,11,7466,4.3383652750294e-05,0.129310344827586,116,0,0.157298040104327,0.0132274827823283,0.261875614601439
PstI.TP548709,2,61335066,4.58151308640762e-05,0.0603448275862069,116,0,0.156251816710132,0.0132274827823283,0.338893249768787
PstI.TP152056,5,64031521,6.36272773459276e-05,0.0603448275862069,116,0,0.149977437735548,0.0146114213267795,0.426468427566954
PstI.TP490779,11,3725,6.5068180079671e-05,0.0646551724137931,116,0,0.149551302007795,0.0146114213267795,0.385022997214585
PstI.TP993272,2,58286678,9.31821628321865e-05,0.474137931034483,116,0,0.142746774826848,0.0188321151083849,-0.611996880356869
PstI.TP1124649,11,7892,0.00011352847462407,0.0818965517241379,116,0,0.139028349756731,0.019998040844011,-0.323047147355099
PstI.TP288641,1,27158173,0.000131675403716441,0.0560344827586207,116,0,0.136247600112992,0.019998040844011,-0.387538060894424
PstI.TP104967,11,865,0.000136039178284013,0.0732758620689655,116,0,0.135637494674273,0.019998040844011,-0.299933149247484
PstI.TP976293,2,66188757,0.000138531703026301,0.0818965517241379,116,0,0.135297935622136,0.019998040844011,0.279322514355356
NsiI.TP560012,11,16067,0.000149334545830371,0.280172413793103,116,0,0.133895138003953,0.0201203411415454,-0.194980468992985
PstI.TP1118313,8,3139823,0.00016674072579788,0.487068965517241,116,0,0.131839963076894,0.0210614379273447,-0.185947743059277
PstI.TP325958,3,54129415,0.000181542664686184,0.293103448275862,116,0,0.13025820681561,0.0215822191371045,-0.174122183096942
PstI.TP112609,11,932,0.000200232508382256,0.155172413793103,116,0,0.128439803262454,0.02248166108003,0.234637356462437
PstI.TP807213,1,57183105,0.00021211565643747,0.0732758620689655,116,0,0.127371921895088,0.0225624074557961,-0.290650743854066
PstI.TP985838,3,58380810,0.000257207009226979,0.0775862068965517,116,0,0.123812445485419,0.0259907682823863,-0.327747891260522
PstI.TP629259,1,4276027,0.000297386017786813,0.375,116,0,0.121143003533496,0.0286198639022452,-0.180109143848034
PstI.TP1040729,4,54844080,0.000329228686633802,0.219827586206897,116,0,0.119277928431373,0.0297616225077964,0.180626684763666
PstI.TP1157659,6,12195814,0.000338702284848747,0.413793103448276,116,0,0.118758620806016,0.0297616225077964,0.293709146243766
PstI.TP532426,7,64966356,0.000367538340427184,0.469827586206897,116,0,0.117264999182682,0.0309497910834724,0.153210690602602
PstI.TP738881,2,57512325,0.000413088173989734,0.202586206896552,116,0,0.11513455109621,0.0320496029961795,-0.189315568430316
PstI.TP1254872,7,56573064,0.000417109715287723,0.0818965517241379,116,0,0.114958169020071,0.0320496029961795,-0.239624390886703
PstI.TP788586,6,57442567,0.000432022961946079,0.353448275862069,116,0,0.114318972077634,0.0320496029961795,0.266471517049302
PstI.TP770895,1,13263569,0.000444032104845634,0.125,116,0,0.113820482494054,0.0320496029961795,0.267477609580399
PstI.TP641744,2,61738293,0.000490586281746073,0.237068965517241,116,0,0.112010694766996,0.0341887888072005,-0.171394594402488
PstI.TP708955,4,2043677,0.000510062106074166,0.0991379310344828,116,0,0.111305286296029,0.0343611838791963,0.260747040391414
PstI.TP233282,3,73735479,0.000550886977381228,0.0517241379310345,116,0,0.10991223700881,0.0351881973547703,0.295754663756986
PstI.TP504809,4,5155593,0.000562420801388456,0.418103448275862,116,0,0.109537828880991,0.0351881973547703,0.251328895095856
PstI.TP318872,4,54744673,0.000584690783612897,0.461206896551724,116,0,0.108836690315292,0.0351881973547703,0.164146575844091
PstI.TP639947,5,3135429,0.00059198352798723,0.193965517241379,116,0,0.108613031940054,0.0351881973547703,0.192970227168942
PstI.TP9218,11,63,0.000623102326179032,0.120689655172414,116,0,0.107689410122087,0.0359797086059378,0.252370731542821
PstI.TP731882,3,19716780,0.000788557123369913,0.0646551724137931,116,0,0.103459909712817,0.0442687207314054,0.343888580828607
NsiI.TP436966,3,208286,0.000872732787318816,0.0991379310344828,116,0,0.101646508937436,0.0473263474128566,0.286865859562975
PstI.TP469520,6,53807168,0.00090673511015733,0.137931034482759,116,0,0.100964437524769,0.0473263474128566,0.186848699198093
PstI.TP871773,7,59683171,0.000913274393419796,0.452586206896552,116,0,0.100836278776331,0.0473263474128566,0.328415014878248
PstI.TP166481,3,1960833,0.000987790637880668,0.0517241379310345,116,0,0.0994390815239151,0.0494782172380768,-0.297624340169557
PstI.TP352846,1,71717994,0.00100376393209359,0.275862068965517,116,0,0.0991536978120251,0.0494782172380768,0.16451704272554
PstI.TP698154,11,4823,0.0010653039585345,0.0517241379310345,116,0,0.0980962095700466,0.0512614119094813,-0.295607879945214
PstI.TP318422,3,54362877,0.00122552105025009,0.452586206896552,116,0,0.0956131668280732,0.0575994893617541,0.147108502363662
NsiI.TP440927,1,20252244,0.0015119918099977,0.0862068965517241,116,0,0.0919087193986916,0.0694485329092127,0.287915977999158
PstI.TP1181476,5,2299991,0.00161627045688781,0.228448275862069,116,0,0.0907372536876503,0.071034521572375,-0.18688431042848
PstI.TP530837,1,65836675,0.00161681741332472,0.0775862068965517,116,0,0.0907313164037027,0.071034521572375,-0.280566853259348
NsiI.TP529124,3,63127607,0.00169416107835398,0.133620689655172,116,0,0.0899119068575825,0.0728489263692213,-0.224148501481466
PstI.TP444076,11,3404,0.00183314433147049,0.176724137931034,116,0,0.0885318536037059,0.0753751936231425,-0.190265959257335
PstI.TP1114725,2,64759859,0.00183442688210596,0.0517241379310345,116,0,0.0885196261379414,0.0753751936231425,-0.321830315922186
PstI.TP772632,2,65920887,0.00186479944639145,0.181034482758621,116,0,0.088232607339121,0.0753751936231425,0.194570502959894
PstI.TP744473,3,61669976,0.00198393422371793,0.0905172413793104,116,0,0.0871514664817817,0.0783373121762228,-0.218713550915086
PstI.TP160672,1,55685308,0.00206411415567069,0.448275862068966,116,0,0.0864608474419231,0.0783373121762228,0.126422486159556
PstI.TP1066472,2,73495691,0.00209988486650541,0.0862068965517241,116,0,0.0861616088609404,0.0783373121762228,0.278768892228916
NsiI.TP57283,6,49505312,0.00211827633570567,0.125,116,0,0.0860097934376327,0.0783373121762228,-0.242970390020092
PstI.TP1206060,2,69316419,0.00219051384360034,0.435344827586207,116,0,0.0854263620147748,0.0783373121762228,0.137902485534432
PstI.TP731868,3,62811145,0.00221286278153383,0.452586206896552,116,0,0.0852498687447981,0.0783373121762228,-0.14569220494783
PstI.TP1101676,9,55031033,0.00226724388909307,0.362068965517241,116,0,0.0848279717668966,0.0783373121762228,-0.139394830328767
NsiI.TP66114,9,57265279,0.00228534239099228,0.0689655172413793,116,0,0.0846898703096636,0.0783373121762228,0.30275670242445
NsiI.TP663012,9,52480175,0.00231239889149759,0.314655172413793,116,0,0.0844855024914873,0.0783373121762228,0.160337396231486
PstI.TP574906,11,4137,0.0023430648133547,0.370689655172414,116,0,0.0842568301535572,0.0783373121762228,-0.144498764504447
PstI.TP85647,10,60886778,0.00236446117899534,0.0560344827586207,116,0,0.0840990995329381,0.0783373121762228,0.329794499618873
PstI.TP1147160,7,44396170,0.0024830638134529,0.452586206896552,116,0,0.0832506261403068,0.0809398704352955,-0.353297680298825
NsiI.TP87403,11,10095,0.00257471318602631,0.0517241379310345,116,0,0.0826231147146661,0.0825951642691931,-0.289092566724066
PstI.TP476949,1,5536792,0.00265941617982612,0.487068965517241,116,0,0.0820633155065544,0.0826764094591699,0.126199346759554
PstI.TP1226186,3,7342289,0.00268821287530916,0.301724137931034,116,0,0.0818771785629953,0.0826764094591699,0.140683015761013
PstI.TP308053,1,8330660,0.00274235500128835,0.107758620689655,116,0,0.0815327158911384,0.0826764094591699,-0.209954655460781
PstI.TP1027117,3,70383646,0.00279057406553617,0.0603448275862069,116,0,0.0812317917177702,0.0826764094591699,0.291103211038377
NsiI.TP501821,5,53570195,0.00279388634633891,0.0517241379310345,116,0,0.0812113178005409,0.0826764094591699,-0.286612034834315
PstI.TP831544,10,5137704,0.00285021214261914,0.181034482758621,116,0,0.0808669384536586,0.0826764094591699,-0.204762437641053
PstI.TP939350,9,20082917,0.00286360646320727,0.0689655172413793,116,0,0.0807860780960546,0.0826764094591699,0.260346317903002
PstI.TP452173,2,10527282,0.00292176437613221,0.474137931034483,116,0,0.0804394512690935,0.0831674056924394,0.149554082033498
PstI.TP816739,1,64060896,0.00305804157592966,0.133620689655172,116,0,0.0796543470268091,0.0848208986929579,-0.228798121727971
NsiI.TP181198,8,55572072,0.0030637929760445,0.129310344827586,116,0,0.0796220115763249,0.0848208986929579,-0.23117706383609
PstI.TP990909,8,62111760,0.00323977241061032,0.168103448275862,116,0,0.0786617870434657,0.088480811376263,0.180890901258276
PstI.TP1122752,2,56295956,0.00341471673022706,0.219827586206897,116,0,0.0777591592674017,0.0895008317954837,-0.16137138745583
PstI.TP41440,3,59899767,0.00342353896486662,0.0732758620689655,116,0,0.0777149139304774,0.0895008317954837,-0.265097614536281
PstI.TP1000873,7,57426488,0.00349181686475808,0.0560344827586207,116,0,0.0773764164189169,0.0895008317954837,-0.316338492953044
PstI.TP719659,10,54993631,0.00353074237935189,0.426724137931034,116,0,0.0771864835275177,0.0895008317954837,0.140336204660734
PstI.TP109054,11,901,0.0035691045379844,0.0732758620689655,116,0,0.0770014036395563,0.0895008317954837,0.236750074140682
PstI.TP951275,3,55414649,0.00357467280953511,0.193965517241379,116,0,0.0769747101471994,0.0895008317954837,0.152297037788616
PstI.TP856013,11,5962,0.00361103914864998,0.0517241379310345,116,0,0.0768014243607583,0.0895008317954837,0.299772509335682
NsiI.TP615624,1,65289533,0.00363140435785733,0.189655172413793,116,0,0.0767051696760152,0.0895008317954837,0.204765956680312
PstI.TP749310,2,9525754,0.00369252082915199,0.267241379310345,116,0,0.0764196199584922,0.089910657779713,-0.198814353766
PstI.TP705967,1,5858828,0.00386309102019084,0.0775862068965517,116,0,0.0756477924407472,0.0924494173180573,0.242481472103681
PstI.TP838455,2,64681502,0.00388827336567782,0.448275862068966,116,0,0.075536834116491,0.0924494173180573,-0.129967492787062
PstI.TP937213,11,6556,0.0041292618968614,0.487068965517241,116,0,0.0745110806540313,0.0956340253202623,-0.121846646206547
PstI.TP679208,7,2374884,0.00416218682797282,0.0603448275862069,116,0,0.0743757622401321,0.0956340253202623,-0.300323720060925
PstI.TP269566,3,63644939,0.00420173013836845,0.297413793103448,116,0,0.0742146979533902,0.0956340253202623,0.138261552852537
PstI.TP1191629,11,8424,0.00421149344557315,0.28448275862069,116,0,0.0741751721189794,0.0956340253202623,-0.15118167311726
PstI.TP1027226,10,5400847,0.00437592140596962,0.25,116,0,0.0735233729065682,0.0970118659015554,0.172234789346616
PstI.TP178231,2,62690478,0.00438418583992023,0.21551724137931,116,0,0.0734912840008911,0.0970118659015554,-0.164693682229799
PstI.TP377610,1,9851445,0.00441617598364329,0.0732758620689655,116,0,0.0733676605307878,0.0970118659015554,-0.257576341327054
NsiI.TP360999,1,10465743,0.00453790962819141,0.0905172413793103,116,0,0.0729055519598393,0.0973744873678364,-0.22658912405752
PstI.TP1068317,11,7437,0.00460511591608325,0.125,116,0,0.0726558947279518,0.0973744873678364,0.213703999346345
PstI.TP1186327,2,8257580,0.00463249272806176,0.469827586206897,116,0,0.0725552740846281,0.0973744873678364,-0.125676021905383
NsiI.TP346008,4,67938088,0.00463549336516602,0.107758620689655,116,0,0.0725442829754605,0.0973744873678364,0.214162586785269
PstI.TP160752,11,1322,0.0046735899429392,0.310344827586207,116,0,0.0724053744633122,0.0973744873678364,-0.139794874354398
PstI.TP1104589,9,56629291,0.00502148379054893,0.241379310344828,116,0,0.0711885476680755,0.102905347011347,-0.141650296100126
PstI.TP643379,3,5147929,0.00504088538056575,0.0603448275862069,116,0,0.071123277797153,0.102905347011347,0.293683672067188
PstI.TP337951,4,40615943,0.00518614772874663,0.353448275862069,116,0,0.0706427013790835,0.104812045597969,0.142362975772859
PstI.TP1231486,2,73904492,0.00547914071785686,0.258620689655172,116,0,0.0697144055404366,0.109637063275136,0.142899949491818
PstI.TP569914,5,1262747,0.00564882867371563,0.267241379310345,116,0,0.0692000032121082,0.11192434068215,0.148474324139588
PstI.TP30317,6,54709438,0.00577670385249944,0.142241379310345,116,0,0.0688228204851946,0.113346781416518,0.180280520046068
PstI.TP27966,11,215,0.00627350233000309,0.301724137931034,116,0,0.0674353146724085,0.121911040470541,0.136844915165644
PstI.TP1023458,11,7107,0.00645064065365153,0.0862068965517241,116,0,0.0669679640224633,0.124159473914569,-0.210548766634652
PstI.TP831823,10,52577215,0.006705524296268,0.0905172413793104,116,0,0.0663183339022737,0.127847779271298,0.190789796803024
NsiI.TP530128,11,15685,0.00684080333992009,0.146551724137931,116,0,0.0659838688034174,0.128861494121283,-0.165336511767766
PstI.TP177166,11,1456,0.00695252822367311,0.133620689655172,116,0,0.0657127712907566,0.128861494121283,-0.173163767101497
PstI.TP942201,6,51864974,0.0069774336922262,0.103448275862069,116,0,0.0656529548748628,0.128861494121283,-0.226916265713041
PstI.TP716101,6,47677795,0.00701373792842216,0.21551724137931,116,0,0.0655661571748221,0.128861494121283,0.151851423281489
PstI.TP1266699,9,13714262,0.00729015919049991,0.0560344827586207,116,0,0.0649201783846703,0.131211044659215,0.289759435899495
PstI.TP935651,4,66370793,0.00730285561500304,0.206896551724138,116,0,0.0648911211922014,0.131211044659215,0.148147962265963
PstI.TP687743,1,69969234,0.00738378227734471,0.129310344827586,116,0,0.0647071346131942,0.131211044659215,0.167961400862947
NsiI.TP438769,2,59534222,0.00740131573040598,0.448275862068966,116,0,0.0646675482114584,0.131211044659215,0.124026798056559
PstI.TP1184603,3,2835614,0.00752322400659926,0.193965517241379,116,0,0.0643949703479744,0.132212484498583,0.186822236263314
PstI.TP522635,11,3904,0.00769451609691333,0.219827586206897,116,0,0.0640196227820736,0.134057043378119,0.129970077244953
PstI.TP1045605,6,49825862,0.00786149136154918,0.306034482758621,116,0,0.0636619925393171,0.135795504629837,-0.18575593824809
PstI.TP532669,4,3498516,0.00797743764277584,0.474137931034483,116,0,0.0634182666314208,0.136630520983474,0.123882522984639
PstI.TP195962,7,63734553,0.00873099519311,0.0775862068965517,116,0,0.0619187311941795,0.14828017886786,0.246547019980172
PstI.TP694469,2,61192392,0.00927102442303824,0.301724137931034,116,0,0.0609246359747336,0.156139502991336,-0.121354729524992
PstI.TP365645,1,61353360,0.00936356652449151,0.112068965517241,116,0,0.0607603420744893,0.156394776413201,0.212050939111182
PstI.TP753697,4,2038364,0.00960226095413154,0.366379310344828,116,0,0.0603442525488844,0.159066962199179,0.199143286512545
PstI.TP647358,9,59273127,0.00977818232262328,0.0818965517241379,116,0,0.0600444177312029,0.160664280276599,0.212300269435345
PstI.TP1056336,6,60888540,0.0100130009113215,0.0905172413793104,116,0,0.059652830243099,0.162489212471016,0.227552756403505
PstI.TP973605,1,7933170,0.0100704233405736,0.0818965517241379,116,0,0.059558525561652,0.162489212471016,0.201548069275983
PstI.TP924658,1,65264909,0.010130450653809,0.185344827586207,116,0,0.0594605392832934,0.162489212471016,0.181115987360034
PstI.TP342343,8,60537164,0.0102752237188204,0.383620689655172,116,0,0.0592266818988659,0.163513599493984,0.129508565910916
PstI.TP773940,7,64822434,0.0103762959554197,0.0646551724137931,116,0,0.0590654401611166,0.163831985358619,-0.259835466171104
PstI.TP890801,2,72613106,0.0106032355656312,0.0862068965517241,116,0,0.058709279775441,0.164934640486249,-0.181683731829813
PstI.TP826982,8,664718,0.0106093534206889,0.297413793103448,116,0,0.0586997885736992,0.164934640486249,0.177044654195516
PstI.TP60269,11,509,0.0108446098210352,0.103448275862069,116,0,0.0583390727749756,0.164953958594856,-0.173193561687449
PstI.TP119903,3,57121769,0.0108484189304133,0.0517241379310345,116,0,0.0583332995716213,0.164953958594856,-0.242909452363918
PstI.TP350552,11,2761,0.0108554559589885,0.0560344827586207,116,0,0.0583226395851928,0.164953958594856,0.274641600200973
PstI.TP1238303,6,50987036,0.0110090884524079,0.137931034482759,116,0,0.0580916875107742,0.166040057927735,0.157023603066454
PstI.TP1181427,10,48075047,0.0117563443926247,0.379310344827586,116,0,0.0570142353249209,0.17592322149616,-0.126437538412919
