SNP,Chromosome,Position,DF,t Value,std Error,effect
PstI.TP863331,1,161269,104,-0.0318813479812437,0.198984048321211,-0.00634387968724515
PstI.TP271714,1,262844,104,-1.61281974093243,0.195528837028962,-0.315352768281872
NsiI.TP148773,1,285352,104,0.10320301306725,0.153123215145018,0.0158027771735106
PstI.TP425356,1,569039,104,-0.442039031300591,0.24402515172664,-0.107868641682224
PstI.TP999740,1,569491,104,1.49634453910156,0.183980711345086,0.275298532721238
PstI.TP1246584,1,1015480,104,-1.06047704247077,0.0931282289132801,-0.0987603487684958
PstI.TP354591,1,1050082,104,0.801499024629826,0.133129748487416,0.106703363561878
PstI.TP856852,1,1153760,104,0.0246587703720696,0.194421551184582,0.00479419638604217
PstI.TP775725,1,1175417,104,0.882903561131891,0.22609088661657,0.199616448933237
PstI.TP329515,1,1537490,104,0.00859128695596391,0.12265116433422,0.00105373134827837
PstI.TP417865,1,2030761,104,0.146835131024701,0.164812066155922,0.0242002013284565
PstI.TP885267,1,2084430,104,-0.469747318658068,0.288668677993292,-0.135601337467918
PstI.TP1294018,1,2280325,104,-0.97838303257834,0.184198880953992,-0.180217059745304
PstI.TP441536,1,2816855,104,0.525160205500503,0.0936941023673371,0.0492044140534159
PstI.TP1085601,1,2820903,104,0.832652331098992,0.234169340453292,0.194981647200347
PstI.TP525202,1,2884119,104,-0.25423369402508,0.194984169927225,-0.0495715457970123
PstI.TP1268585,1,2988383,104,-1.15331099805375,0.199084391779561,-0.229606218580209
PstI.TP849876,1,3050119,104,-0.521564711982435,0.152899339407852,-0.079746899920561
PstI.TP626124,1,3342723,104,0.537296169464363,0.334138964163864,0.179531585514034
PstI.TP1059573,1,3357749,104,-0.617470341723967,0.198370205378939,-0.122487718503187
PstI.TP1244443,1,3397749,104,-1.40153907220357,0.155152692742442,-0.217452561036127
PstI.TP726521,1,3535515,104,0.074308970474768,0.245215493533379,0.0182217108689275
PstI.TP374511,1,3576636,104,1.08418657048002,0.176186220805719,0.191018734501188
PstI.TP1267977,1,3576713,104,-0.694442575392955,0.172278409651195,-0.119637462482779
PstI.TP961085,1,3705536,104,0.0104093720409642,0.106556769917951,0.00110918906155938
PstI.TP21889,1,3705780,104,0.683832777116212,0.119460606753977,0.0816910784725599
PstI.TP1053336,1,3955998,104,-0.904082470359055,0.228017702175268,-0.206146807468212
PstI.TP891020,1,4033768,104,0.437205280170403,0.18403553156032,0.0804613061371385
PstI.TP629259,1,4276027,104,1.52261577925227,0.120046167745912,0.18278418924869
PstI.TP140451,1,4460094,104,1.01192912208087,0.137480956197789,0.139120983308068
NsiI.TP39399,1,4465777,104,0.724774895428396,0.165398720057757,0.119876840033851
NsiI.TP468762,1,4620729,104,-0.586135842004741,0.248432967129785,-0.145615466370353
PstI.TP307588,1,4762662,104,2.21609113849545,0.235531582215195,0.521959452182906
PstI.TP920636,1,4777048,104,-1.99146960220375,0.177517573074856,-0.353520850635557
PstI.TP683907,1,4900973,104,-0.675229225187877,0.135750296524873,-0.0916625675415146
PstI.TP402429,1,4990016,104,-0.275441448727776,0.202975755584221,-0.0559079361747329
PstI.TP684655,1,5379329,104,-0.330489417435245,0.117149727244587,-0.0387167451097614
PstI.TP9547,1,5534818,104,-0.150978725633147,0.144411828737375,-0.0218031138691211
PstI.TP476949,1,5536792,104,-0.496964211046791,0.0979913930439934,-0.0486982153334842
PstI.TP291849,1,5571398,104,-0.940459699734925,0.137579783272375,-0.129388241665934
PstI.TP677745,1,5751851,104,0.995237095990595,0.124469503011571,0.123876666716629
