"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"2","Trait2","mrMLM","PstI.TP506588","1","80675","7.0939e-07","0.0024","C"
"2","Trait2","mrMLM","PstI.TP863331","1","161269","1.5801e-06","0.0053","A"
"2","Trait2","mrMLM","PstI.TP424788","1","263370","-7.2727e-07","0.0024","A"
"2","Trait2","mrMLM","PstI.TP931820","1","284314","-1.046e-06","0.0035","A"
"2","Trait2","mrMLM","NsiI.TP148773","1","285352","9.2923e-08","3e-04","A"
"2","Trait2","mrMLM","NsiI.TP579900","1","335878","-6.6214e-07","0.0022","G"
"2","Trait2","mrMLM","PstI.TP1106845","1","416796","-0.0134","1.4981","A"
"2","Trait2","mrMLM","PstI.TP425356","1","569039","0.0017","0.2894","C"
"2","Trait2","mrMLM","PstI.TP999740","1","569491","-7.9731e-07","0.0027","A"
"2","Trait2","mrMLM","NsiI.TP585976","1","829048","-7.9309e-07","0.0027","C"
"2","Trait2","mrMLM","PstI.TP1152021","1","865447","-1.3329e-06","0.0045","A"
"2","Trait2","mrMLM","PstI.TP716618","1","918921","1.1003e-06","0.0037","G"
"2","Trait2","mrMLM","PstI.TP1246584","1","1015480","1.7418e-07","6e-04","C"
"2","Trait2","mrMLM","PstI.TP354591","1","1050082","-2.6374e-07","9e-04","C"
"2","Trait2","mrMLM","PstI.TP856852","1","1153760","0.002","0.3938","G"
"2","Trait2","mrMLM","PstI.TP775725","1","1175417","-1.3641e-06","0.0046","A"
"2","Trait2","mrMLM","NsiI.TP72077","1","1422420","-8.0875e-08","3e-04","A"
"2","Trait2","mrMLM","NsiI.TP796534","1","1682668","-1.2553e-06","0.0042","A"
"2","Trait2","mrMLM","PstI.TP929619","1","1952038","0.0072","0.9094","A"
"2","Trait2","mrMLM","PstI.TP417865","1","2030761","-2.0263e-06","0.0069","C"
"2","Trait2","mrMLM","NsiI.TP666080","1","2031570","2.4725e-05","0.0291","C"
"2","Trait2","mrMLM","PstI.TP885267","1","2084430","-2.194e-07","7e-04","A"
"2","Trait2","mrMLM","PstI.TP1294018","1","2280325","-5.2594e-07","0.0018","C"
