"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"1","Trait1","mrMLM","PstI.TP506588","1","80675","-1.9414e-05","0.0053","C"
"1","Trait1","mrMLM","PstI.TP863331","1","161269","0.0557","0.7365","A"
"1","Trait1","mrMLM","PstI.TP424788","1","263370","3.8747e-06","0.0011","A"
"1","Trait1","mrMLM","PstI.TP931820","1","284314","-1.6264e-06","4e-04","A"
"1","Trait1","mrMLM","NsiI.TP148773","1","285352","-7.0229e-06","0.0019","A"
"1","Trait1","mrMLM","NsiI.TP579900","1","335878","-0.064","0.5172","G"
"1","Trait1","mrMLM","PstI.TP1106845","1","416796","-0.1902","1.7384","A"
"1","Trait1","mrMLM","PstI.TP425356","1","569039","1.7556e-05","0.0048","C"
"1","Trait1","mrMLM","PstI.TP999740","1","569491","-1.7515e-05","0.0048","A"
"1","Trait1","mrMLM","NsiI.TP585976","1","829048","1.7949e-06","5e-04","C"
"1","Trait1","mrMLM","PstI.TP1152021","1","865447","4.1135e-06","0.0011","A"
"1","Trait1","mrMLM","PstI.TP716618","1","918921","0.0231","0.2505","G"
"1","Trait1","mrMLM","PstI.TP1246584","1","1015480","-0.0357","0.9502","C"
"1","Trait1","mrMLM","PstI.TP354591","1","1050082","0.0137","0.3014","C"
"1","Trait1","mrMLM","PstI.TP856852","1","1153760","1.8905e-05","0.0052","G"
"1","Trait1","mrMLM","PstI.TP775725","1","1175417","-0.0244","0.3482","A"
"1","Trait1","mrMLM","NsiI.TP72077","1","1422420","-2.4226e-05","0.0067","A"
"1","Trait1","mrMLM","NsiI.TP796534","1","1682668","-3.5811e-06","0.001","A"
"1","Trait1","mrMLM","PstI.TP929619","1","1952038","0.0507","0.5008","A"
"1","Trait1","mrMLM","PstI.TP417865","1","2030761","1.3576e-05","0.0037","C"
"1","Trait1","mrMLM","NsiI.TP666080","1","2031570","-0.0297","0.4655","C"
"1","Trait1","mrMLM","PstI.TP885267","1","2084430","-6.8553e-06","0.0019","A"
"1","Trait1","mrMLM","PstI.TP1294018","1","2280325","2.9805e-06","8e-04","C"
"1","Trait1","mrMLM","PstI.TP56795","1","2315051","-1.2397e-05","0.0034","G"
