SNP,Chromosome,Position,DF,t Value,std Error,effect
PstI.TP863331,1,161269,122,-1.15158971514825,NA,-0.263724713369018
NsiI.TP148773,1,285352,122,-1.09522641089407,NA,-0.231648544146935
PstI.TP425356,1,569039,122,-1.54865011625301,NA,-0.414879257654088
PstI.TP999740,1,569491,122,0.187063598721672,NA,0.0409454467130662
PstI.TP354591,1,1050082,122,2.14551872392156,NA,0.364300998408929
PstI.TP856852,1,1153760,122,1.83130574911537,NA,0.45273163870785
PstI.TP775725,1,1175417,122,-1.71217373060577,NA,-0.407735656829283
PstI.TP417865,1,2030761,122,3.39208163488661,NA,0.737000617742067
PstI.TP885267,1,2084430,122,-1.83617014385631,NA,-0.604183077590756
PstI.TP1294018,1,2280325,122,0.584827701056428,NA,0.164457920595011
PstI.TP441536,1,2816855,122,0.128799288125489,NA,0.0168718238051627
PstI.TP525202,1,2884119,122,0.893222182347903,NA,0.217788459784324
PstI.TP1268585,1,2988383,122,1.35057053156692,NA,0.302109156953108
PstI.TP849876,1,3050119,122,0.135671494336623,NA,0.0297981207475375
PstI.TP626124,1,3342723,122,1.93352296893919,NA,0.74047086327921
PstI.TP1059573,1,3357749,122,-0.893924146673276,NA,-0.218693596354031
PstI.TP1244443,1,3397749,122,-0.649039839265516,NA,-0.126565817490614
PstI.TP726521,1,3535515,122,-0.786486207221229,NA,-0.243239720966236
PstI.TP374511,1,3576636,122,1.54072656250391,NA,0.322705499575262
PstI.TP1267977,1,3576713,122,-0.84861379707666,NA,-0.200421445076145
PstI.TP961085,1,3705536,122,0.624675513649319,NA,0.088933012912753
PstI.TP21889,1,3705780,122,0.122676726655409,NA,0.020432519999208
PstI.TP1053336,1,3955998,122,0.843531053692267,NA,0.186009910371942
PstI.TP891020,1,4033768,122,0.226812747540072,NA,0.0595795918154753
PstI.TP140451,1,4460094,122,-0.147847003590409,NA,-0.0307015268009903
NsiI.TP468762,1,4620729,122,-1.05669202203085,NA,-0.270272221844651
PstI.TP307588,1,4762662,122,0.325127394448175,NA,0.0707383587138037
PstI.TP920636,1,4777048,122,-0.988256525860731,NA,-0.244171699267017
PstI.TP683907,1,4900973,122,-0.157378241100961,NA,-0.031447922594641
PstI.TP402429,1,4990016,122,0.814085244110525,NA,0.213683925665253
PstI.TP684655,1,5379329,122,-1.04036481971044,NA,-0.160511362262452
PstI.TP9547,1,5534818,122,-0.871348836273403,NA,-0.144052200812642
PstI.TP476949,1,5536792,122,-1.46770595763373,NA,-0.18946387045505
PstI.TP291849,1,5571398,122,0.235788946143371,NA,0.0431218019991397
PstI.TP677745,1,5751851,122,1.82568112553213,NA,0.334507251229668
PstI.TP705967,1,5858828,122,-0.415485686971534,NA,-0.0960653153866536
PstI.TP1252197,1,5912854,122,1.16713742606718,NA,0.262377019967853
PstI.TP116123,1,5967108,122,-0.76643061218747,NA,-0.214221852294373
PstI.TP523933,1,6018181,122,-0.752565635620191,NA,-0.112639668194389
NsiI.TP488601,1,6409370,122,0.242466373712954,NA,0.0358577592247515
PstI.TP1015835,1,6514843,122,-0.193218277853549,NA,-0.0385782715715413
PstI.TP547229,1,6574881,122,0.511916422529295,NA,0.126444990580314
PstI.TP1129801,1,6608649,122,-0.168333334371085,NA,-0.0273093555802271
PstI.TP272307,1,6679965,122,-0.331770547538757,NA,-0.0592847844135305
PstI.TP444825,1,6930877,122,1.36305830950721,NA,0.540718075095482
NsiI.TP800074,1,6979429,122,-1.43515626969293,NA,-0.47506006616853
PstI.TP806450,1,7007771,122,-1.41549629258364,NA,-0.242365270835913
PstI.TP443586,1,7215893,122,1.32817859298932,NA,0.183914048487838
NsiI.TP375218,1,7321465,122,-0.246908559295227,NA,-0.0567348529872166
PstI.TP451905,1,7339832,122,1.67838973217127,NA,0.415610080631342
PstI.TP712786,1,7449325,122,-1.11556346793114,NA,-0.256473101986057
PstI.TP1137764,1,7486769,122,0.44718334053127,NA,0.13155949963898
PstI.TP1173447,1,7571007,122,-0.522606910131378,NA,-0.14398809177395
PstI.TP973605,1,7933170,122,-1.25473026102454,NA,-0.261838642299591
PstI.TP972953,1,7984963,122,0.938643473153042,NA,0.132071341401519
PstI.TP308053,1,8330660,122,-0.228375239041067,NA,-0.054719267603701
PstI.TP424566,1,8533790,122,1.12380747703897,NA,0.224744174201268
PstI.TP302093,1,8923298,122,-2.10272061599466,NA,-0.534875718408114
PstI.TP461927,1,9014162,122,1.89534617080777,NA,0.494698612575507
PstI.TP443245,1,9039678,122,-1.26356206968858,NA,-0.375110741481011
PstI.TP542649,1,9116308,122,1.29057595661828,NA,0.388057258690761
PstI.TP745827,1,9270379,122,-0.949794137162696,NA,-0.254384103121602
PstI.TP974726,1,9504539,122,1.07466017732124,NA,0.234376701196932
PstI.TP701371,1,9558859,122,2.10507387044494,NA,0.605910313588078
PstI.TP390724,1,9756005,122,-1.05493064660002,NA,-0.22028750089651
PstI.TP377612,1,9851429,122,0.273317574257562,NA,0.0452701692896674
PstI.TP377610,1,9851445,122,0.665507312969381,NA,0.194641942466224
PstI.TP120265,1,9929566,122,1.28866905226618,NA,0.294604593675297
PstI.TP498398,1,10010021,122,0.655782282390732,NA,0.170858547713528
PstI.TP1106149,1,10181736,122,1.42407846330275,NA,0.261417460505878
NsiI.TP360999,1,10465743,122,0.211788906488849,NA,0.065263608753228
PstI.TP91211,1,10530796,122,-1.11053807454987,NA,-0.19912851866228
PstI.TP488889,1,10576905,122,-0.859278486599444,NA,-0.200804043683182
PstI.TP948493,1,10639570,122,-0.951208969306287,NA,-0.250559011244288
