"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","QTN effect","LOD score","'-log10(P)'","r2 (%)","MAF","Genotype for code 1","Var_error","Var_phen (total)"
"1","Trait1","mrMLM","PstI.TP457393"," 1","60097068","-0.6466","7.5506","8.4307","37.8648","0.2237","C","0.5421","0.8538"
"1","Trait1","mrMLM","NsiI.TP648509","10","41353679","-1.1506","3.1746","3.8808"," 4.7873","0.0526","A","",""
"1","Trait1","FASTmrMLM","PstI.TP457393","1","60097068","-0.6009","9.3947","10.32","36.0916","0.2198","C","0.5212","0.8538"
"1","Trait1","FASTmrMLM","PstI.TP834454","11","5776","-0.6732","3.0527","3.7513","1.809","0.0776","C","",""
"1","Trait1","FASTmrEMMA","PstI.TP457393","1","60097068","-1.1759","7.4526","8.33","20.4047","0.2198","C","0.5698","0.8538"
"1","Trait1","FASTmrEMMA","NsiI.TP648509","10","41353679","-2.0099","6.0181","6.8518","12.985","0.0517","A","",""
"1","Trait1","pLARmEB","PstI.TP457393","1","60097068","-0.5001","6.1156","6.9525","19.7734","0.2198","C","0.5389","0.8538"
"1","Trait1","pLARmEB","NsiI.TP578256","11","16314","0.6246","5.1489","5.9509","29.3319","0.1552","A","",""
"1","Trait1","ISIS EM-BLASSO","PstI.TP457393","1","60097068","-0.4718","3.364","4.0815","17.5413","0.2198","C","0.5007","0.8538"
"1","Trait1","ISIS EM-BLASSO","PstI.TP57846","4","4201581","1e-04","3.6562","4.39","1.9964e-06","0.2284","C","",""
"1","Trait1","ISIS EM-BLASSO","PstI.TP1181476","5","2299991","-0.3773","3.8376","4.581","2.57","0.2284","A","",""
"1","Trait1","ISIS EM-BLASSO","NsiI.TP578256","11","16314","0.6717","5.2961","6.1038","33.806","0.1552","A","",""
