"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","QTN effect","LOD score","'-log10(P)'","r2 (%)","MAF","Genotype for code 1","Var_error","Var_phen (total)"
"5","Trait5","mrMLM","PstI.TP457393"," 1","60097068","-0.3372","5.6289","6.4490","27.0102","0.2237","C","0.1318","0.28"
"5","Trait5","mrMLM","PstI.TP794569"," 2"," 3715278"," 0.3933","3.2098","3.9182","17.0867","0.0658","A","",""
"5","Trait5","mrMLM","PstI.TP110898","10"," 9880843"," 0.3885","4.6084","5.3882","11.9925","0.0526","C","",""
"5","Trait5","mrMLM","PstI.TP411848","11","    3188","-0.1878","4.6143","5.3943"," 7.3422","0.4693","G","",""
"5","Trait5","FASTmrMLM","PstI.TP457393","1","60097068","-0.2675","4.6804","5.4633","21.6429","0.2198","C","0.1318","0.28"
"5","Trait5","FASTmrMLM","PstI.TP1181476","5","2299991","-0.2305","4.909","5.7014","3.6848","0.2284","A","",""
"5","Trait5","FASTmrMLM","PstI.TP411848","11","3188","-0.1543","3.9867","4.7376","6.307","0.4612","G","",""
"5","Trait5","FASTmrMLM","PstI.TP1127198","11","7909","0.0925","3.369","4.0868","2.4183","0.3966","A","",""
"5","Trait5","FASTmrEMMA","PstI.TP457393","1","60097068","-0.659","9.1474","10.0671","19.5803","0.2198","C","0.1561","0.28"
"5","Trait5","FASTmrEMMA","PstI.TP339945","11","2686","-0.698","3.0506","3.749","4.8976","0.0647","A","",""
"5","Trait5","FASTmrEMMA","PstI.TP411848","11","3188","-0.3347","3.6307","4.3632","5.7171","0.4612","G","",""
"5","Trait5","pLARmEB","PstI.TP604956","10","5628757","0.2344","4.1857","4.9463","0","0.1897","A","0.125","0.28"
"5","Trait5","pLARmEB","PstI.TP110898","10","9880843","0.4289","6.7217","7.5779","17.8738","0.0517","C","",""
"5","Trait5","pLARmEB","PstI.TP411848","11","3188","-0.1603","4.5846","5.3633","6.5399","0.4612","G","",""
"5","Trait5","pLARmEB","PstI.TP574906","11","4137","-0.1339","3.7913","4.5323","3.3357","0.3664","A","",""
"5","Trait5","ISIS EM-BLASSO","NsiI.TP358081","6","42784766","0.2147","3.0119","3.7079","2.1928","0.1422","A","0.1292","0.28"
"5","Trait5","ISIS EM-BLASSO","PstI.TP604956","10","5628757","0.2656","5.233","6.0383","0","0.1897","A","",""
"5","Trait5","ISIS EM-BLASSO","PstI.TP411848","11","3188","-0.1951","5.9828","6.8152","10.1989","0.4612","G","",""
"5","Trait5","ISIS EM-BLASSO","PstI.TP984199","11","6827","0.1471","4.4596","5.2328","7.6461","0.3578","C","",""
