Name,Chromosome,Position,P.value,maf,effect
PstI.TP863331,1,161269,0.878643885793133,0.0685483870967742,0.0181601921661097
NsiI.TP148773,1,285352,0.753042746894532,0.120967741935484,-0.0296542383658564
PstI.TP425356,1,569039,0.345817333235433,0.0524193548387097,0.128365899320136
PstI.TP999740,1,569491,0.938125965380646,0.100806451612903,0.00856713294633141
PstI.TP354591,1,1050082,0.933349793672018,0.306451612903226,0.00676769937244316
PstI.TP856852,1,1153760,0.928891077657472,0.19758064516129,0.0101677379627518
PstI.TP775725,1,1175417,0.414032485338667,0.0604838709677419,0.101819487346093
PstI.TP417865,1,2030761,0.749970383558864,0.346774193548387,-0.0310636791137647
PstI.TP885267,1,2084430,0.921300354671737,0.0725806451612904,-0.0174690516155356
PstI.TP1294018,1,2280325,0.819602326333837,0.0846774193548387,0.0260692919694328
PstI.TP441536,1,2816855,0.500256711996769,0.366935483870968,-0.0370069981163352
PstI.TP525202,1,2884119,0.648590249225093,0.0685483870967742,-0.0529880040654497
PstI.TP1268585,1,2988383,0.0541653722492519,0.370967741935484,-0.212654251739726
PstI.TP849876,1,3050119,0.529490612000067,0.0967741935483871,0.054171763484857
PstI.TP626124,1,3342723,0.612244667837967,0.0564516129032258,-0.101592821158316
PstI.TP1059573,1,3357749,0.658413768056723,0.161290322580645,-0.051113645133403
PstI.TP1244443,1,3397749,0.400298591009745,0.141129032258065,-0.0730180450308374
PstI.TP726521,1,3535515,0.96062106262797,0.0645161290322581,0.00756089150821493
PstI.TP374511,1,3576636,0.14570180275876,0.133064516129032,0.14664294521599
PstI.TP1267977,1,3576713,0.885234971021904,0.108870967741935,0.0151464183014218
PstI.TP961085,1,3705536,0.313408416639824,0.395161290322581,0.0641614422285006
PstI.TP21889,1,3705780,0.0625812900022548,0.217741935483871,0.129182997452724
PstI.TP1053336,1,3955998,0.5874725903018,0.0967741935483871,0.0601263416745199
PstI.TP891020,1,4033768,0.146336077743621,0.0645161290322581,0.159185296519508
PstI.TP140451,1,4460094,0.449733232653164,0.217741935483871,0.0606609735940715
NsiI.TP468762,1,4620729,0.98046150557031,0.0806451612903226,-0.00353882951692289
PstI.TP307588,1,4762662,0.315127051775539,0.0887096774193549,-0.1102771236615
PstI.TP920636,1,4777048,0.474442627473382,0.100806451612903,-0.0752961874123359
PstI.TP683907,1,4900973,0.529488317570566,0.169354838709677,-0.0518966978553681
PstI.TP402429,1,4990016,0.356836804068325,0.0685483870967742,-0.112483349969462
PstI.TP684655,1,5379329,0.800300941621688,0.403225806451613,-0.0173699590414177
PstI.TP9547,1,5534818,0.752288052905779,0.342741935483871,0.0263157024659129
PstI.TP476949,1,5536792,0.326954216120746,0.475806451612903,0.0552591194615375
PstI.TP291849,1,5571398,0.900546131583038,0.153225806451613,-0.01072998909634
PstI.TP677745,1,5751851,0.958543738543186,0.201612903225806,0.0040384813284583
PstI.TP705967,1,5858828,0.280924431708404,0.100806451612903,-0.135085805531381
