Name,Chromosome,Position,P.value,maf,effect
PstI.TP863331,1,161269,0.870726947023266,0.0685483870967742,0.0351345361485716
NsiI.TP148773,1,285352,0.838843791671991,0.120967741935484,0.0350032121961587
PstI.TP425356,1,569039,0.814455874462212,0.0524193548387097,0.0596126567969296
PstI.TP999740,1,569491,0.46795490741273,0.100806451612903,0.141048313868344
PstI.TP354591,1,1050082,0.344033435624969,0.306451612903226,0.133887566671461
PstI.TP856852,1,1153760,0.543790392887727,0.19758064516129,0.122428097344489
PstI.TP775725,1,1175417,0.967609748557265,0.0604838709677419,-0.00952084872900805
PstI.TP417865,1,2030761,0.537134839057727,0.346774193548387,0.107745259214623
PstI.TP885267,1,2084430,0.747717956938918,0.0725806451612904,0.102017947947067
PstI.TP1294018,1,2280325,0.631069073705116,0.0846774193548387,0.0984358748660937
PstI.TP441536,1,2816855,0.485979904290163,0.366935483870968,0.0692892489388088
PstI.TP525202,1,2884119,0.623205904963723,0.0685483870967742,-0.103474931921832
PstI.TP1268585,1,2988383,0.0852112415088894,0.370967741935484,-0.345529146713943
PstI.TP849876,1,3050119,0.443820142701628,0.0967741935483871,0.119022871899148
PstI.TP626124,1,3342723,0.651059694893637,0.0564516129032258,-0.164830104808884
PstI.TP1059573,1,3357749,0.65976349196301,0.161290322580645,-0.0923508365781408
PstI.TP1244443,1,3397749,0.628870020738954,0.141129032258065,-0.0770838520523729
PstI.TP726521,1,3535515,0.456364327754965,0.0645161290322581,0.200352865609172
PstI.TP374511,1,3576636,0.0827333138468933,0.133064516129032,0.314519878934746
PstI.TP1267977,1,3576713,0.63540824081396,0.108870967741935,-0.0888386103501562
PstI.TP961085,1,3705536,0.216863019237356,0.395161290322581,0.141482993753628
PstI.TP21889,1,3705780,0.186693541203794,0.217741935483871,0.16789821496075
PstI.TP1053336,1,3955998,0.818317604025928,0.0967741935483871,-0.0468764149196252
PstI.TP891020,1,4033768,0.137179658982337,0.0645161290322581,0.294647556227058
PstI.TP140451,1,4460094,0.540679466234132,0.217741935483871,0.0894772882026707
NsiI.TP468762,1,4620729,0.945045976749776,0.0806451612903226,0.0180481298927706
PstI.TP307588,1,4762662,0.474915368357108,0.0887096774193549,-0.143472608705343
PstI.TP920636,1,4777048,0.105209475854459,0.100806451612903,-0.301348504058078
PstI.TP683907,1,4900973,0.187228165685659,0.169354838709677,-0.193169862479748
PstI.TP402429,1,4990016,0.49003861667777,0.0685483870967742,-0.153894840290208
PstI.TP684655,1,5379329,0.71321614030603,0.403225806451613,-0.0455508841776632
PstI.TP9547,1,5534818,0.633240823490397,0.342741935483871,0.0716614287738984
PstI.TP476949,1,5536792,0.880236374287035,0.475806451612903,-0.0159397390412093
PstI.TP291849,1,5571398,0.905191322561881,0.153225806451613,0.0185842059743484
PstI.TP677745,1,5751851,0.574219180153849,0.201612903225806,0.0772232911128137
PstI.TP705967,1,5858828,0.168956804556509,0.100806451612903,-0.309685984977826
PstI.TP1252197,1,5912854,0.0568788779668715,0.0806451612903226,0.360657684708104
PstI.TP116123,1,5967108,0.0859466026132383,0.0524193548387097,0.392838928642641
PstI.TP523933,1,6018181,0.0390452164134886,0.270161290322581,-0.230414307445086
NsiI.TP488601,1,6409370,0.102960104251872,0.298387096774194,0.189698768550572
PstI.TP1015835,1,6514843,0.569846404443907,0.185483870967742,-0.0938581134737893
PstI.TP547229,1,6574881,0.812000352780575,0.0524193548387096,-0.0566377221835177
PstI.TP1129801,1,6608649,0.137828235439606,0.19758064516129,0.187338702906102
PstI.TP272307,1,6679965,0.926355606105141,0.262096774193548,-0.0136735174044586
PstI.TP444825,1,6930877,0.222527413636728,0.0524193548387097,-0.391743639639794
