"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","QTN effect","LOD score","'-log10(P)'","r2 (%)","MAF","Genotype for code 1","Var_error","Var_phen (total)"
"2","Trait2","mrMLM","PstI.TP392482","1","17611146","-0.0352","7.6675","8.5507"," 0.0000","0.0227","A","1e-04","3e-04"
"2","Trait2","mrMLM","PstI.TP459121","1","78162835","-0.0159","6.1726","7.0114"," 0.0000","0.0727","C","",""
"2","Trait2","mrMLM","PstI.TP729855","3","65126133","-0.0205","8.0189","8.9114","11.1936","0.0318","C","",""
"2","Trait2","mrMLM","PstI.TP1010623","3"," 2603844","-0.0333","4.6804","5.4633"," 0.0000","0.0136","C","",""
"2","Trait2","FASTmrMLM","PstI.TP459121","1","78162835","-0.025","8.7076","9.6171","0","0.0714","C","1e-04","3e-04"
"2","Trait2","FASTmrMLM","PstI.TP729855","3","65126133","-0.0182","5.8625","6.6908","8.7954","0.0312","C","",""
"2","Trait2","FASTmrEMMA","PstI.TP392482","1","17611146","-0.057","5.012","5.8087","13.1231","0.0223","A","1e-04","3e-04"
"2","Trait2","FASTmrEMMA","PstI.TP459121","1","78162835","-0.0312","5.6892","6.5114","11.2654","0.0714","C","",""
"2","Trait2","FASTmrEMMA","PstI.TP1010623","3","2603844","-0.0597","6.9752","7.839","8.7994","0.0134","C","",""
"2","Trait2","FASTmrEMMA","PstI.TP729855","3","65126133","-0.0294","4.3662","5.1351","7.7292","0.0312","C","",""
"2","Trait2","pLARmEB","PstI.TP678255","1","67745947","-0.0033","3.0235","3.7203","0.1622","0.2679","A","1e-04","3e-04"
"2","Trait2","pLARmEB","PstI.TP459121","1","78162835","-0.0248","10.4694","11.4172","0","0.0714","C","",""
"2","Trait2","pLARmEB","PstI.TP729855","3","65126133","-0.0174","4.9521","5.7463","0.9595","0.0312","C","",""
"2","Trait2","ISIS EM-BLASSO","PstI.TP459121","1","78162835","-0.0244","7.1592","8.0283","0","0.0714","C","1e-04","3e-04"
"2","Trait2","ISIS EM-BLASSO","PstI.TP729855","3","65126133","-0.0184","6.5197","7.3697","8.9468","0.0312","C","",""
