SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
PstI.TP285571,3,56007559,0.00014516566627903,0.0669642857142857,109,NA,NA,0.222074089836918,NA
PstI.TP110898,10,9880843,0.000203924784055939,0.0535714285714286,109,NA,NA,0.222074089836918,NA
PstI.TP987666,2,62343916,0.000783749463235504,0.0848214285714286,109,NA,NA,0.450426957497051,NA
PstI.TP797211,9,47975853,0.00108038070685516,0.25,109,NA,NA,0.450426957497051,NA
PstI.TP325811,3,54129392,0.00119858150088246,0.142857142857143,109,NA,NA,0.450426957497051,NA
PstI.TP187405,1,73910743,0.00124084561293953,0.0714285714285714,109,NA,NA,0.450426957497051,NA
PstI.TP77625,9,53718156,0.00151379137921061,0.116071428571429,109,NA,NA,0.471005374845816,NA
PstI.TP242731,3,28459042,0.00234886892777985,0.0669642857142857,109,NA,NA,0.55063111586325,NA
PstI.TP26215,9,583262,0.00237991627911295,0.0535714285714286,109,NA,NA,0.55063111586325,NA
PstI.TP476949,1,5536792,0.0027640079935798,0.491071428571429,109,NA,NA,0.55063111586325,NA
NsiI.TP55777,4,64398950,0.00300110237393152,0.102678571428571,109,NA,NA,0.55063111586325,NA
PstI.TP897375,11,6255,0.00303378025269008,0.0535714285714286,109,NA,NA,0.55063111586325,NA
PstI.TP459121,1,78162835,0.00400581688551356,0.0714285714285714,109,NA,NA,0.671128398203734,NA
NsiI.TP655257,1,80728948,0.00476104175885486,0.111607142857143,109,NA,NA,0.740682067913278,NA
PstI.TP662534,3,16373499,0.00579616306431163,0.214285714285714,109,NA,NA,0.796896884833632,NA
NsiI.TP440500,9,59299455,0.00590500792453055,0.0535714285714286,109,NA,NA,0.796896884833632,NA
PstI.TP715597,4,64992470,0.00677144917100063,0.0714285714285714,109,NA,NA,0.796896884833632,NA
PstI.TP775725,1,1175417,0.00692417387153804,0.0669642857142857,109,NA,NA,0.796896884833632,NA
PstI.TP676131,9,57652842,0.0076201646737977,0.0669642857142857,109,NA,NA,0.796896884833632,NA
PstI.TP944343,8,51918904,0.00946068681877134,0.102678571428571,109,NA,NA,0.796896884833632,NA
PstI.TP65271,3,2656013,0.00983232444477282,0.133928571428571,109,NA,NA,0.796896884833632,NA
NsiI.TP173516,1,15009936,0.00997529007523059,0.125,109,NA,NA,0.796896884833632,NA
PstI.TP731332,11,5041,0.0101313977477181,0.223214285714286,109,NA,NA,0.796896884833632,NA
NsiI.TP408031,2,72193245,0.0103688971335717,0.0535714285714286,109,NA,NA,0.796896884833632,NA
PstI.TP349556,9,56207028,0.0110960009779669,0.0625,109,NA,NA,0.796896884833632,NA
PstI.TP244587,11,1996,0.0111149387200922,0.111607142857143,109,NA,NA,0.796896884833632,NA
PstI.TP980214,1,10687788,0.0112098139096541,0.4375,109,NA,NA,0.796896884833632,NA
PstI.TP48643,11,411,0.0112311094882654,0.107142857142857,109,NA,NA,0.796896884833632,NA
NsiI.TP403662,1,3957731,0.011332204695834,0.0803571428571429,109,NA,NA,0.796896884833632,NA
PstI.TP1216566,1,79599777,0.0120534150168686,0.0625,109,NA,NA,0.796896884833632,NA
PstI.TP529698,10,49892865,0.0121936077712889,0.245535714285714,109,NA,NA,0.796896884833632,NA
PstI.TP60703,3,18784626,0.012330144845586,0.147321428571429,109,NA,NA,0.796896884833632,NA
PstI.TP1022791,6,56560248,0.0127027217677915,0.129464285714286,109,NA,NA,0.796896884833632,NA
PstI.TP691322,7,15663756,0.0127619496881634,0.107142857142857,109,NA,NA,0.796896884833632,NA
PstI.TP15780,9,56211895,0.0135234569878959,0.183035714285714,109,NA,NA,0.796896884833632,NA
NsiI.TP755529,3,10065212,0.0136362112986375,0.450892857142857,109,NA,NA,0.796896884833632,NA
PstI.TP203554,10,2133696,0.0137177705567788,0.0669642857142857,109,NA,NA,0.796896884833632,NA
PstI.TP1257104,3,2916484,0.0144199565329208,0.232142857142857,109,NA,NA,0.796896884833632,NA
NsiI.TP766058,10,56739907,0.0144532839358432,0.0758928571428571,109,NA,NA,0.796896884833632,NA
PstI.TP488970,7,59514670,0.0146353881512145,0.0535714285714286,109,NA,NA,0.796896884833632,NA
PstI.TP164155,11,1353,0.016649339609539,0.196428571428571,109,NA,NA,0.830661942746903,NA
PstI.TP243246,11,1985,0.0169879742180539,0.0580357142857143,109,NA,NA,0.830661942746903,NA
PstI.TP617376,4,63931951,0.0170535595260524,0.0848214285714286,109,NA,NA,0.830661942746903,NA
NsiI.TP245967,4,61489840,0.0172384870015127,0.0714285714285714,109,NA,NA,0.830661942746903,NA
PstI.TP702632,6,57893518,0.0173360063831393,0.0669642857142857,109,NA,NA,0.830661942746903,NA
PstI.TP547839,3,4042596,0.0178740287373826,0.116071428571429,109,NA,NA,0.830661942746903,NA
PstI.TP297863,10,57956117,0.0180085076932712,0.299107142857143,109,NA,NA,0.830661942746903,NA
PstI.TP847961,8,53109574,0.0183065992891879,0.227678571428571,109,NA,NA,0.830661942746903,NA
PstI.TP39204,7,8302668,0.0188046570342294,0.1875,109,NA,NA,0.83584781674595,NA
PstI.TP1159632,10,56290471,0.0199059971082571,0.111607142857143,109,NA,NA,0.845540688002686,NA
PstI.TP1181052,2,62344184,0.0201602110655667,0.196428571428571,109,NA,NA,0.845540688002686,NA
PstI.TP745911,2,8890642,0.0201873809807804,0.0669642857142857,109,NA,NA,0.845540688002686,NA
NsiI.TP69764,11,9953,0.02133788456036,0.111607142857143,109,NA,NA,0.867323389454295,NA
NsiI.TP578256,11,16314,0.0215038856889494,0.151785714285714,109,NA,NA,0.867323389454295,NA
PstI.TP756650,3,61832560,0.0220322422541282,0.0714285714285714,109,NA,NA,0.869465270371121,NA
NsiI.TP260145,9,55098373,0.0223553972179903,0.348214285714286,109,NA,NA,0.869465270371121,NA
PstI.TP487244,11,3692,0.0228892445156119,0.125,109,NA,NA,0.874610079912328,NA
NsiI.TP458921,11,14597,0.0234369693790975,0.361607142857143,109,NA,NA,0.880098608753005,NA
PstI.TP374511,1,3576636,0.0255500137342406,0.138392857142857,109,NA,NA,0.943185252765697,NA
PstI.TP590182,1,71928782,0.026732834943063,0.0758928571428571,109,NA,NA,0.970401908433188,NA
PstI.TP669233,7,65085026,0.0274313824210033,0.0892857142857143,109,NA,NA,0.979435260867953,NA
NsiI.TP825138,6,43278106,0.0288802239538571,0.388392857142857,109,NA,NA,0.986677200746587,NA
NsiI.TP492284,9,56712348,0.0289411895500554,0.129464285714286,109,NA,NA,0.986677200746587,NA
PstI.TP1038157,11,7211,0.02930615350189,0.111607142857143,109,NA,NA,0.986677200746587,NA
