SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
PstI.TP457393,1,60097068,9.70095581466331e-11,0.245967741935484,121,NA,NA,1.57155484197546e-07,NA
PstI.TP15637,11,124,2.01562306100783e-08,0.391129032258065,121,NA,NA,1.26247451052818e-05,NA
PstI.TP148680,1,67724801,2.33791576023737e-08,0.294354838709677,121,NA,NA,1.26247451052818e-05,NA
PstI.TP469520,6,53807168,4.76743516569846e-08,0.185483870967742,121,NA,NA,1.93081124210788e-05,NA
PstI.TP807213,1,57183105,6.14868460113744e-08,0.120967741935484,121,NA,NA,1.99217381076853e-05,NA
PstI.TP1071296,11,7466,3.11559504206675e-07,0.149193548387097,121,NA,NA,7.35866727107571e-05,NA
PstI.TP1205408,1,70741243,3.17967104305741e-07,0.463709677419355,121,NA,NA,7.35866727107571e-05,NA
NsiI.TP482264,1,66520178,4.81807657958117e-07,0.0524193548387096,121,NA,NA,9.75660507365186e-05,NA
NsiI.TP221891,11,11610,6.58786151480094e-07,0.487903225806452,121,NA,NA,0.000118581507266417,NA
NsiI.TP51047,2,13453548,8.53704150390115e-07,0.0645161290322581,121,NA,NA,0.000138300072363199,NA
PstI.TP135750,8,2838380,9.5881064863037e-07,0.0766129032258065,121,NA,NA,0.000141206659161927,NA
PstI.TP5684,11,34,1.28179647516969e-06,0.221774193548387,121,NA,NA,0.000173042524147909,NA
PstI.TP745785,6,45615805,1.71895411618241e-06,0.423387096774194,121,NA,NA,0.000214208128324269,NA
PstI.TP705377,11,4888,3.13445732099042e-06,0.245967741935484,121,NA,NA,0.000345110067779567,NA
PstI.TP1052445,9,53720191,3.50120419105997e-06,0.306451612903226,121,NA,NA,0.000345110067779567,NA
NsiI.TP193091,1,77956626,3.52118913527093e-06,0.241935483870968,121,NA,NA,0.000345110067779567,NA
PstI.TP790069,2,699673,3.79786839385552e-06,0.262096774193548,121,NA,NA,0.000345110067779567,NA
PstI.TP1131100,1,75760470,3.83455630866185e-06,0.411290322580645,121,NA,NA,0.000345110067779567,NA
PstI.TP993272,2,58286678,4.2311686630068e-06,0.451612903225806,121,NA,NA,0.000360762801793211,NA
PstI.TP1032333,3,3528771,5.33195195903052e-06,0.141129032258065,121,NA,NA,0.000415998577378491,NA
PstI.TP705967,1,5858828,5.39257415120267e-06,0.100806451612903,121,NA,NA,0.000415998577378491,NA
PstI.TP338365,11,2666,6.90097407681968e-06,0.173387096774194,121,NA,NA,0.000495361441619229,NA
PstI.TP683701,10,10614565,7.15473306547354e-06,0.439516129032258,121,NA,NA,0.000495361441619229,NA
PstI.TP714065,4,62405622,7.33868802398857e-06,0.153225806451613,121,NA,NA,0.000495361441619229,NA
PstI.TP1264166,8,52135359,8.61636790387869e-06,0.129032258064516,121,NA,NA,0.000557431519653825,NA
PstI.TP624488,11,4383,8.94643179691324e-06,0.0524193548387096,121,NA,NA,0.000557431519653825,NA
PstI.TP806450,1,7007771,1.03493137588745e-05,0.495967741935484,121,NA,NA,0.000620958825532469,NA
PstI.TP510424,10,7091437,1.18629367438587e-05,0.141129032258065,121,NA,NA,0.000686355625894683,NA
NsiI.TP827851,4,12330408,1.86060603542907e-05,0.0564516129032258,121,NA,NA,0.00101415696658682,NA
PstI.TP48113,11,409,1.87806845664226e-05,0.217741935483871,121,NA,NA,0.00101415696658682,NA
PstI.TP770044,2,73737012,1.94970317903352e-05,0.189516129032258,121,NA,NA,0.00101887714517236,NA
PstI.TP1014210,11,7040,2.16901999014789e-05,0.0564516129032258,121,NA,NA,0.00109806637001237,NA
PstI.TP307588,1,4762662,2.33093341845367e-05,0.0887096774193549,121,NA,NA,0.00114427640542271,NA
PstI.TP663882,7,57555118,2.5202101941587e-05,0.116935483870968,121,NA,NA,0.00120080603368738,NA
PstI.TP541875,2,55037307,3.53467044834693e-05,0.415322580645161,121,NA,NA,0.00163604746466344,NA
PstI.TP944699,6,43235510,5.69339486428356e-05,0.419354838709677,121,NA,NA,0.0025620276889276,NA
PstI.TP539951,4,3227883,6.70365772650958e-05,0.189516129032258,121,NA,NA,0.00289179628404153,NA
PstI.TP708344,1,57964831,6.78322585145544e-05,0.451612903225806,121,NA,NA,0.00289179628404153,NA
PstI.TP176880,1,28241729,7.26879406072549e-05,0.0685483870967742,121,NA,NA,0.00300941998934977,NA
PstI.TP56167,5,66355886,7.58511564287371e-05,0.108870967741935,121,NA,NA,0.00300941998934977,NA
NsiI.TP7588,2,74438360,7.61643330637906e-05,0.0887096774193549,121,NA,NA,0.00300941998934977,NA
PstI.TP152056,5,64031521,9.58770098098696e-05,0.0725806451612904,121,NA,NA,0.00369811323552354,NA
PstI.TP811969,3,64051653,0.000110891667775381,0.0846774193548387,121,NA,NA,0.00409345584454951,NA
PstI.TP478050,3,63462498,0.000112102573457231,0.0645161290322581,121,NA,NA,0.00409345584454951,NA
PstI.TP1155086,9,50004653,0.000113707106793042,0.233870967741935,121,NA,NA,0.00409345584454951,NA
PstI.TP1022061,3,61377198,0.00013810804815582,0.181451612903226,121,NA,NA,0.00486380517418324,NA
PstI.TP299340,4,50252276,0.000145097613684618,0.133064516129032,121,NA,NA,0.00500123689721449,NA
PstI.TP31817,11,252,0.000148913490001738,0.262096774193548,121,NA,NA,0.00502583028755867,NA
PstI.TP70600,9,46098921,0.000161862291404787,0.483870967741935,121,NA,NA,0.00522370698365283,NA
PstI.TP190927,3,3236781,0.000164049733578994,0.217741935483871,121,NA,NA,0.00522370698365283,NA
PstI.TP953364,9,41929468,0.000164450034670552,0.387096774193548,121,NA,NA,0.00522370698365283,NA
PstI.TP856852,1,1153760,0.000170534512502288,0.19758064516129,121,NA,NA,0.00531280596641744,NA
PstI.TP952007,6,56158074,0.000191355754852573,0.112903225806452,121,NA,NA,0.00584898722379561,NA
PstI.TP347106,6,54444929,0.000205346120606474,0.245967741935484,121,NA,NA,0.00616038361819423,NA
NsiI.TP234267,3,70840629,0.000235567656588353,0.092741935483871,121,NA,NA,0.00693853824860239,NA
PstI.TP1201445,11,8486,0.000243559456579406,0.443548387096774,121,NA,NA,0.00704582713676137,NA
PstI.TP596173,6,60494225,0.000265027906057893,0.42741935483871,121,NA,NA,0.00753237206690855,NA
PstI.TP795263,6,48216537,0.000288147666807002,0.125,121,NA,NA,0.00804826241771282,NA
PstI.TP383705,9,46040507,0.000302197822544305,0.0524193548387096,121,NA,NA,0.00819658138247403,NA
PstI.TP9547,1,5534818,0.000303577088239779,0.342741935483871,121,NA,NA,0.00819658138247403,NA
PstI.TP1162168,1,50144561,0.000338625963230783,0.213709677419355,121,NA,NA,0.00890421339005473,NA
PstI.TP769015,4,60173826,0.000340778537150243,0.112903225806452,121,NA,NA,0.00890421339005473,NA
NsiI.TP375218,1,7321465,0.000355248321391122,0.116935483870968,121,NA,NA,0.00913495683577172,NA
PstI.TP325958,3,54129415,0.0003802370911385,0.334677419354839,121,NA,NA,0.00962475136944329,NA
PstI.TP744556,1,76101544,0.000407613073495779,0.407258064516129,121,NA,NA,0.0101589719855871,NA
PstI.TP1193013,6,60825902,0.000498812540704364,0.100806451612903,121,NA,NA,0.0122435805445617,NA
PstI.TP1172225,6,3890042,0.00053404451799242,0.0524193548387096,121,NA,NA,0.0126061311827973,NA
PstI.TP1171163,2,76656926,0.00053890742312002,0.104838709677419,121,NA,NA,0.0126061311827973,NA
PstI.TP952805,11,6650,0.000544484205491949,0.213709677419355,121,NA,NA,0.0126061311827973,NA
PstI.TP504809,4,5155593,0.000544709372096181,0.395161290322581,121,NA,NA,0.0126061311827973,NA
PstI.TP151981,10,54680742,0.000556399746677267,0.403225806451613,121,NA,NA,0.0126953181636221,NA
PstI.TP24650,4,62388602,0.000587002997456022,0.129032258064516,121,NA,NA,0.0132075674427605,NA
NsiI.TP476728,3,67867988,0.00061708160047772,0.44758064516129,121,NA,NA,0.0136941396270398,NA
PstI.TP803239,11,5565,0.000638089584222748,0.19758064516129,121,NA,NA,0.0139689881951466,NA
PstI.TP1247989,11,8785,0.000651994636989024,0.334677419354839,121,NA,NA,0.0140546171910239,NA
PstI.TP30317,6,54709438,0.00065935241143075,0.169354838709677,121,NA,NA,0.0140546171910239,NA
PstI.TP835882,7,58925507,0.000697519013653303,0.165322580645161,121,NA,NA,0.014571420162418,NA
PstI.TP424159,1,63417435,0.000708440442272163,0.125,121,NA,NA,0.014571420162418,NA
PstI.TP890955,1,20013544,0.000712005641955406,0.149193548387097,121,NA,NA,0.014571420162418,NA
PstI.TP103806,11,849,0.000719576304316937,0.42741935483871,121,NA,NA,0.014571420162418,NA
PstI.TP118367,11,977,0.000811406307584953,0.217741935483871,121,NA,NA,0.0162276567633383,NA
PstI.TP8678,2,2984246,0.000824653427030432,0.463709677419355,121,NA,NA,0.0162276567633383,NA
PstI.TP761935,1,22258955,0.000831416982319185,0.0564516129032258,121,NA,NA,0.0162276567633383,NA
PstI.TP745087,3,71534823,0.000878229267740717,0.294354838709677,121,NA,NA,0.016809421630772,NA
PstI.TP19142,11,155,0.000881975826305938,0.137096774193548,121,NA,NA,0.016809421630772,NA
PstI.TP129649,11,1089,0.000896444940640125,0.137096774193548,121,NA,NA,0.0168865209748489,NA
PstI.TP943645,10,536366,0.000922137057517006,0.100806451612903,121,NA,NA,0.0171708279675581,NA
PstI.TP593877,9,55077360,0.000946818845804423,0.060483870967742,121,NA,NA,0.0174300742068541,NA
PstI.TP474390,7,15569290,0.000965578850502703,0.30241935483871,121,NA,NA,0.0175757049192627,NA
PstI.TP171713,4,6902976,0.00100143308750635,0.0685483870967742,121,NA,NA,0.0179893502078646,NA
PstI.TP1277784,3,3752097,0.00101051288204672,0.108870967741935,121,NA,NA,0.0179893502078646,NA
PstI.TP553319,1,77643893,0.00102388120185723,0.294354838709677,121,NA,NA,0.0180292124674861,NA
PstI.TP198890,1,21626192,0.0010610971586849,0.153225806451613,121,NA,NA,0.0184836279254789,NA
PstI.TP256025,6,39923562,0.00110169142112356,0.451612903225806,121,NA,NA,0.0189865968321294,NA
PstI.TP1025634,2,71277610,0.00113291571741032,0.0685483870967742,121,NA,NA,0.0193191943389971,NA
PstI.TP132033,2,66024864,0.00115970871451669,0.185483870967742,121,NA,NA,0.0195700845574692,NA
PstI.TP858902,4,66143706,0.00125440827109851,0.314516129032258,121,NA,NA,0.0209499113317483,NA
PstI.TP761159,4,5265528,0.00130673152815822,0.0524193548387096,121,NA,NA,0.0216010722001665,NA
PstI.TP1168534,7,5203859,0.00143174310071083,0.161290322580645,121,NA,NA,0.023090544961018,NA
NsiI.TP437987,11,14225,0.00143406063641869,0.0806451612903226,121,NA,NA,0.023090544961018,NA
PstI.TP387329,9,55961556,0.00144644133693649,0.185483870967742,121,NA,NA,0.023090544961018,NA
