Name,Chromosome,Position,P.value,maf,effect
GFSSContig17137_940,1,36536,0.379137659523019,0.09375,-0.00366536612536315
PstI.TP863331,1,161269,0.451685146807703,0.0677083333333334,-0.00357927972538031
PstI.TP271714,1,262844,0.232561686186666,0.0833333333333334,0.00523230281550511
NsiI.TP148773,1,285352,0.14133571806402,0.151041666666667,-0.00504116198717164
PstI.TP425356,1,569039,0.682990891788249,0.0520833333333333,0.00255540630038031
PstI.TP999740,1,569491,0.132959483058001,0.09375,0.00655670182070049
NsiI.TP802651,1,754114,0.385146551783778,0.0625,-0.00345250753479949
NsiI.TP585976,1,829048,0.565418110228573,0.151041666666667,0.00276460189625278
PstI.TP1246584,1,1015480,0.187178016606521,0.421875,0.00285330947345431
PstI.TP354591,1,1050082,0.450182049453168,0.322916666666667,-0.00237860543823023
PstI.TP856852,1,1153760,0.00101261258094799,0.1875,-0.0138146930536914
PstI.TP775725,1,1175417,0.0965704791941678,0.0572916666666666,0.00876290056591861
PstI.TP136460,1,1229717,0.0491906319049014,0.140625,-0.00639974941054833
PstI.TP329515,1,1537490,0.183600456619382,0.260416666666667,0.00389865767810134
PstI.TP1121399,1,1542224,0.11619547987435,0.109375,0.00667868691989344
NsiI.TP735901,1,1547162,0.855844792039827,0.0520833333333333,-0.00105510285405327
PstI.TP1031399,1,1661159,0.393040841257771,0.15625,0.00244477261752307
NsiI.TP709976,1,1682685,0.805134971641323,0.0729166666666666,0.00108448532058843
PstI.TP417865,1,2030761,0.873514471887108,0.364583333333333,0.000699890422228492
NsiI.TP666080,1,2031570,0.653384938419963,0.0833333333333334,-0.00199047324833637
PstI.TP885267,1,2084430,0.0946846188664938,0.0833333333333334,-0.0127834174765277
GFSSContig18743_720,1,2267526,0.251974872838101,0.078125,-0.0103243844100517
PstI.TP1294018,1,2280325,0.688551142321227,0.104166666666667,0.00172707407950112
PstI.TP653218,1,2466683,0.650241223718989,0.0572916666666666,-0.00250678844911235
NsiI.TP486649,1,2601704,0.818406030833949,0.0520833333333334,0.00134440781058244
PstI.TP441536,1,2816855,0.367781655858015,0.369791666666667,0.00202052268859577
PstI.TP1085601,1,2820903,0.751285777992718,0.0572916666666666,0.0017644847693666
PstI.TP525202,1,2884119,0.678896958973085,0.0729166666666666,0.00195244029664588
PstI.TP1268585,1,2988383,0.0766684944038606,0.385416666666667,-0.00827655953009705
PstI.TP849876,1,3050119,0.393806836252072,0.104166666666667,0.0029683001591525
PstI.TP626124,1,3342723,0.683366722178913,0.0677083333333333,0.00353877635977846
PstI.TP1059573,1,3357749,0.406406122321146,0.171875,0.00382261720446306
NsiI.TP260939,1,3396877,0.643066271378312,0.348958333333333,-0.00132038178413754
PstI.TP1244443,1,3397749,0.0554201742868923,0.130208333333333,0.00720823284106056
PstI.TP726521,1,3535515,0.416191563546694,0.0833333333333334,-0.00504522015961799
PstI.TP374511,1,3576636,0.914578253132872,0.145833333333333,0.00048348731778385
PstI.TP1267977,1,3576713,0.698907066545247,0.109375,-0.00163520654183062
