"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","QTN effect","LOD score","'-log10(P)'","r2 (%)","MAF","Genotype for code 1","Var_error","Var_phen (total)"
"9","Trait9","mrMLM","PstI.TP308053","1"," 8330660","-0.6507","4.8977","5.6897"," 7.2774","0.1068","A","0.4524","0.725"
"9","Trait9","mrMLM","PstI.TP457393","1","60097068","-0.5245","3.6422","4.3753","32.8725","0.2521","C","",""
"9","Trait9","FASTmrMLM","PstI.TP308053","1","8330660","-0.5636","4.508","5.2834","5.6607","0.105","A","0.4748","0.725"
"9","Trait9","FASTmrMLM","PstI.TP457393","1","60097068","-0.4857","10.4224","11.3693","29.2236","0.2563","C","",""
"9","Trait9","FASTmrMLM","PstI.TP401147","11","3119","-2e-04","3.1895","3.8966","2.501e-06","0.084","A","",""
"9","Trait9","FASTmrEMMA","PstI.TP457393","1","60097068","-0.9852","6.9461","7.8091","19.6124","0.2563","C","0.5627","0.725"
"9","Trait9","pLARmEB","PstI.TP308053","1","8330660","-0.6173","5.8233","6.6503","6.8282","0.105","A","0.4369","0.725"
"9","Trait9","pLARmEB","PstI.TP110898","10","9880843","1.1291e-05","3.8481","4.592","4.4102e-09","0.042","C","",""
"9","Trait9","pLARmEB","PstI.TP1071296","11","7466","0.3095","3.0971","3.7985","2.926","0.1513","C","",""
"9","Trait9","pKWmEB","PstI.TP308053"," 1","8330660","-0.5919","5.7968","6.6228"," 7.8989","0.1068","A","0.4184","0.725"
"9","Trait9","pKWmEB","PstI.TP110898","10","9880843"," 0.5357","3.7684","4.5082","13.5237","0.0427","C","",""
"9","Trait9","ISIS EM-BLASSO","PstI.TP308053","1","8330660","-0.5681","4.1908","4.9516","5.7846","0.105","A","0.4694","0.725"
