"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","QTN effect","LOD score","'-log10(P)'","r2 (%)","MAF","Genotype for code 1","Var_error","Var_phen (total)"
"2","Trait2","mrMLM","PstI.TP757921"," 1","26848011"," 11.9061","3.8278","4.5707","11.8185","0.4057","A","528.972","777.3336"
"2","Trait2","mrMLM","PstI.TP745785"," 6","45615805","-13.0021","4.4357","5.2078","19.3093","0.4221","C","",""
"2","Trait2","mrMLM","NsiI.TP648509","10","41353679","-23.0952","3.2512","3.9621"," 4.1430","0.0574","A","",""
"2","Trait2","FASTmrMLM","PstI.TP745785","6","45615805","-9.1633","4.5348","5.3113","10.0825","0.4234","C","455.0544","777.3336"
"2","Trait2","FASTmrMLM","NsiI.TP648509","10","41353679","-16.0094","3.4451","4.1673","2.0929","0.0565","A","",""
"2","Trait2","FASTmrMLM","PstI.TP433679","11","3324","10.8796","3.1458","3.8502","3.2443","0.1371","C","",""
"2","Trait2","FASTmrMLM","PstI.TP451853","11","3460","-9.6302","4.2988","5.0647","3.8579","0.2661","C","",""
"2","Trait2","FASTmrEMMA","PstI.TP757921","1","26848011","17.6408","3.3016","4.0154","5.8706","0.4073","A","583.4591","777.3336"
"2","Trait2","FASTmrEMMA","PstI.TP433679","11","3324","27.0105","3.6589","4.3929","7.3187","0.1371","C","",""
"2","Trait2","pLARmEB","PstI.TP1066422","3","60988993","11.0182","3.9536","4.7029","10.9133","0.2298","A","428.7292","777.3336"
"2","Trait2","pLARmEB","PstI.TP57846","4","4201581","17.7248","6.4793","7.328","29.5661","0.2298","C","",""
"2","Trait2","pLARmEB","PstI.TP15780","9","56211895","-10.8765","4.8562","5.6465","2.7052","0.1694","A","",""
"2","Trait2","pLARmEB","PstI.TP433679","11","3324","12.998","3.6606","4.3947","3.4097","0.1371","C","",""
"2","Trait2","pKWmEB","PstI.TP459121"," 1","78162835","-20.6186","5.1377","5.9393"," 0.0000","0.0697","C","413.1697","777.3336"
"2","Trait2","pKWmEB","NsiI.TP488601"," 1"," 6409370","  8.6124","4.1412","4.8996"," 4.9423","0.3033","C","",""
"2","Trait2","pKWmEB","PstI.TP57846"," 4"," 4201581"," 12.4757","3.3874","4.1063","38.3505","0.2295","C","",""
"2","Trait2","pKWmEB","PstI.TP433679","11","    3324"," 14.8702","5.1837","5.9871"," 9.6811","0.1393","C","",""
"2","Trait2","ISIS EM-BLASSO","PstI.TP757921","1","26848011","7.8002","3.4911","4.2159","4.6581","0.4073","A","407.0466","777.3336"
"2","Trait2","ISIS EM-BLASSO","PstI.TP1066422","3","60988993","10.1448","4.0291","4.7821","10.975","0.2298","A","",""
"2","Trait2","ISIS EM-BLASSO","PstI.TP57846","4","4201581","17.0502","6.4238","7.2707","32.4543","0.2298","C","",""
"2","Trait2","ISIS EM-BLASSO","PstI.TP290738","7","59825579","-12.8112","3.9766","4.727","0","0.2339","C","",""
"2","Trait2","ISIS EM-BLASSO","PstI.TP15780","9","56211895","-7.3447","3.208","3.9162","1.4634","0.1694","A","",""
"2","Trait2","ISIS EM-BLASSO","PstI.TP433679","11","3324","14.026","4.9308","5.7241","4.7099","0.1371","C","",""
