"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","QTN effect","LOD score","'-log10(P)'","r2 (%)","MAF","Genotype for code 1","Var_error","Var_phen (total)"
"5","Trait5","mrMLM","PstI.TP457393"," 1","60097068","-0.2657","5.7052","6.5280","19.2472","0.2418","C","0.1319","0.3247"
"5","Trait5","mrMLM","PstI.TP794569"," 2"," 3715278"," 0.3894","3.9076","4.6545","17.5248","0.0615","A","",""
"5","Trait5","mrMLM","NsiI.TP827851"," 4","12330408"," 0.4558","3.0457","3.7439"," 0.0000","0.0533","G","",""
"5","Trait5","mrMLM","PstI.TP110898","10"," 9880843"," 0.3796","3.5803","4.3100","11.9444","0.0492","C","",""
"5","Trait5","mrMLM","PstI.TP411848","11","    3188","-0.1751","3.2563","3.9675"," 6.9269","0.4467","G","",""
"5","Trait5","FASTmrMLM","PstI.TP457393","1","60097068","-0.3262","4.9325","5.7259","28.1491","0.246","C","0.1658","0.3247"
"5","Trait5","FASTmrMLM","PstI.TP794569","2","3715278","0.3567","4.3725","5.1418","14.2752","0.0605","A","",""
"5","Trait5","FASTmrMLM","NsiI.TP827851","4","12330408","4e-04","3.0223","3.719","0","0.0565","G","",""
"5","Trait5","FASTmrMLM","PstI.TP1181476","5","2299991","-0.1999","3.2866","3.9996","2.1996","0.2218","A","",""
"5","Trait5","FASTmrEMMA","PstI.TP457393","1","60097068","-0.5692","6.2223","7.0627","14.282","0.246","C","0.1767","0.3247"
"5","Trait5","pLARmEB","PstI.TP504809","4","5155593","0.3636","5.6566","6.4777","15.2889","0.3952","G","0.1344","0.3247"
"5","Trait5","pLARmEB","PstI.TP815977","8","47698137","0.154","3.3692","4.087","3.6422","0.3306","A","",""
"5","Trait5","pLARmEB","PstI.TP995394","9","50625938","-0.186","3.2895","4.0026","3.8232","0.496","G","",""
"5","Trait5","pLARmEB","PstI.TP110898","10","9880843","0.3007","4.1726","4.9325","3.7524","0.0484","C","",""
"5","Trait5","pLARmEB","PstI.TP411848","11","3188","-0.2801","9.437","10.3632","8.8762","0.4395","G","",""
"5","Trait5","pLARmEB","PstI.TP984199","11","6827","0.2151","5.1236","5.9246","7.1177","0.3387","C","",""
"5","Trait5","pKWmEB","PstI.TP393536"," 1","66632271","-0.2112","4.8579"," 5.6482"," 4.4885","0.1967","C","0.1252","0.3247"
"5","Trait5","pKWmEB","NsiI.TP434679"," 3","11842346"," 0.1943","3.1541"," 3.8591"," 0.3787","0.1107","C","",""
"5","Trait5","pKWmEB","PstI.TP110898","10"," 9880843"," 0.5918","9.3527","10.2771","31.7026","0.0492","C","",""
"5","Trait5","pKWmEB","PstI.TP411848","11","    3188","-0.1883","5.7420"," 6.5661"," 7.8831","0.4467","G","",""
"5","Trait5","pKWmEB","PstI.TP1151415","11","    8084"," 0.3677","8.4374"," 9.3404","29.0372","0.1639","G","",""
"5","Trait5","ISIS EM-BLASSO","PstI.TP393536","1","66632271","-0.2293","5.0443","5.8422","2.7426","0.1935","C","0.1223","0.3247"
"5","Trait5","ISIS EM-BLASSO","PstI.TP504809","4","5155593","0.2861","4.0908","4.8468","15.0336","0.3952","G","",""
"5","Trait5","ISIS EM-BLASSO","PstI.TP110898","10","9880843","0.6287","9.4848","10.4121","26.0631","0.0484","C","",""
"5","Trait5","ISIS EM-BLASSO","PstI.TP411848","11","3188","-0.2165","4.3312","5.0986","8.4186","0.4395","G","",""
"5","Trait5","ISIS EM-BLASSO","PstI.TP1151415","11","8084","0.3651","10.1027","11.0431","14.6741","0.1653","G","",""
