"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","QTN effect","LOD score","'-log10(P)'","r2 (%)","MAF","Genotype for code 1","Var_error","Var_phen (total)"
"7","Trait7","mrMLM","PstI.TP457393","1","60097068","-1.1164","4.6379","5.4189","42.1263","0.2418","C","1.4814","2.4467"
"7","Trait7","mrMLM","PstI.TP1200270","2","13518060","-1.0387","4.8118","5.6002"," 1.3179","0.1107","A","",""
"7","Trait7","FASTmrMLM","PstI.TP457393","1","60097068","-0.8421","4.6379","5.4189","25.6611","0.246","C","1.471","2.4467"
"7","Trait7","FASTmrMLM","PstI.TP1200270","2","13518060","-0.974","4.8118","5.6002","1.2407","0.1089","A","",""
"7","Trait7","FASTmrEMMA","PstI.TP457393","1","60097068","-2.1665","7.9382","8.8286","27.457","0.246","C","1.7138","2.4467"
"7","Trait7","pLARmEB","PstI.TP1200270","2","13518060","-0.8742","3.9983","4.7498","0.9994","0.1089","A","1.2775","2.4467"
"7","Trait7","pLARmEB","PstI.TP745785","6","45615805","-0.6426","4.8424","5.6321","15.7556","0.4234","C","",""
"7","Trait7","pLARmEB","PstI.TP31817","11","252","-0.553","3.7758","4.516","12.175","0.2621","C","",""
"7","Trait7","ISIS EM-BLASSO","PstI.TP745785","6","45615805","-0.5987","4.5752","5.3535","10.6173","0.4234","C","1.1226","2.4467"
"7","Trait7","ISIS EM-BLASSO","PstI.TP710636","6","45894338","0.7321","4.0694","4.8244","16.0127","0.1895","A","",""
"7","Trait7","ISIS EM-BLASSO","PstI.TP15637","11","124","0.4818","5.1967","6.0006","7.2431","0.3911","C","",""
