"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","QTN effect","LOD score","'-log10(P)'","r2 (%)","MAF","Genotype for code 1","Var_error","Var_phen (total)"
"3","Trait3","mrMLM","NsiI.TP827851","4","12330408"," 0.5240","4.8152","5.6038","0","0.0533","G","0.096","0.1494"
"3","Trait3","mrMLM","PstI.TP446073","7","10755390","-0.5015","7.0670","7.9335","0","0.0615","G","",""
"3","Trait3","FASTmrMLM","NsiI.TP827851","4","12330408","0.3295","3.3112","4.0256","0","0.0565","G","0.09","0.1494"
"3","Trait3","FASTmrMLM","PstI.TP834454","11","5776","-0.3782","5.602","6.4211","3.0644","0.0766","C","",""
"3","Trait3","FASTmrEMMA","PstI.TP704666","4","61217735","0.7371","4.2041","4.9656","9.6748","0.0403","A","0.1107","0.1494"
"3","Trait3","pLARmEB","PstI.TP384804","2","65029446","-9.596e-05","3.1677","3.8735","3.9087e-06","0.4194","C","0.0684","0.1494"
"3","Trait3","pLARmEB","PstI.TP745785","6","45615805","-4.6669e-05","3.3145","4.0291","1.0649e-06","0.4234","C","",""
"3","Trait3","pLARmEB","PstI.TP81008","11","677","-0.1058","4.1005","4.857","5.8271","0.3992","A","",""
"3","Trait3","pLARmEB","PstI.TP433679","11","3324","0.1827","6.0384","6.8727","3.7249","0.1371","C","",""
"3","Trait3","pLARmEB","PstI.TP834454","11","5776","-0.2857","7.6912","8.5751","1.3678","0.0766","C","",""
"3","Trait3","pLARmEB","NsiI.TP48486","11","9715","0.1339","3.2063","3.9144","5.4826","0.3306","A","",""
"3","Trait3","ISIS EM-BLASSO","PstI.TP459121","1","78162835","-0.1781","3.1689","3.8748","0","0.0685","C","0.0661","0.1494"
"3","Trait3","ISIS EM-BLASSO","PstI.TP1032333","3","3528771","0.1716","3.6066","4.3377","5.3047","0.1411","G","",""
"3","Trait3","ISIS EM-BLASSO","PstI.TP81008","11","677","-0.1443","9.2174","10.1387","13.854","0.3992","A","",""
"3","Trait3","ISIS EM-BLASSO","PstI.TP433234","11","3320","-5.1641e-05","3.0212","3.7178","5.7124e-08","0.1653","G","",""
"3","Trait3","ISIS EM-BLASSO","PstI.TP834454","11","5776","-0.3476","5.8564","6.6845","2.5877","0.0766","C","",""
"3","Trait3","ISIS EM-BLASSO","NsiI.TP48486","11","9715","0.1365","3.0423","3.7403","7.2787","0.3306","A","",""
