"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","QTN effect","LOD score","'-log10(P)'","r2 (%)","MAF","Genotype for code 1","Var_error","Var_phen (total)"
"1","Trait1","mrMLM","PstI.TP457393"," 1","60097068","-0.5005","4.6467","5.4281","24.1368","0.2418","C","0.5052","0.9188"
"1","Trait1","mrMLM","NsiI.TP827851"," 4","12330408"," 1.0001","3.4427","4.1647"," 0.0000","0.0533","G","",""
"1","Trait1","mrMLM","NsiI.TP648509","10","41353679","-1.0475","5.5449","6.3619"," 7.5808","0.0574","A","",""
"1","Trait1","FASTmrMLM","PstI.TP457393","1","60097068","-0.6268","9.6452","10.576","37.4897","0.246","C","0.5512","0.9188"
"1","Trait1","FASTmrEMMA","PstI.TP457393","1","60097068","-1.2794","9.185","10.1056","25.0761","0.246","C","0.6105","0.9188"
"1","Trait1","FASTmrEMMA","NsiI.TP648509","10","41353679","-1.6443","5.1962","6.0001","9.5799","0.0565","A","",""
"1","Trait1","pLARmEB","NsiI.TP488601","1","6409370","0.3559","5.2701","6.0768","3.5209","0.2984","C","0.3759","0.9188"
"1","Trait1","pLARmEB","PstI.TP459121","1","78162835","-0.7796","8.1307","9.026","0","0.0685","C","",""
"1","Trait1","pLARmEB","PstI.TP790069","2","699673","0.5139","3.9992","4.7507","17.2205","0.2621","A","",""
"1","Trait1","pLARmEB","PstI.TP955356","3","67880743","-0.4314","6.0129","6.8464","10.7683","0.2218","A","",""
"1","Trait1","pLARmEB","PstI.TP57846","4","4201581","0.5562","3.4995","4.2247","20.0849","0.2298","C","",""
"1","Trait1","pLARmEB","PstI.TP411848","11","3188","-0.294","4.5297","5.306","4.1457","0.4395","G","",""
"1","Trait1","pLARmEB","PstI.TP433679","11","3324","0.4192","4.184","4.9445","2.4465","0.1371","C","",""
"1","Trait1","ISIS EM-BLASSO","PstI.TP790069","2","699673","0.5742","6.0207","6.8544","27.6127","0.2621","A","0.4518","0.9188"
"1","Trait1","ISIS EM-BLASSO","PstI.TP57846","4","4201581","0.5199","5.2546","6.0607","22.541","0.2298","C","",""
"1","Trait1","ISIS EM-BLASSO","PstI.TP1181476","5","2299991","-0.3305","3.1558","3.8609","1.6892","0.2218","A","",""
"1","Trait1","ISIS EM-BLASSO","PstI.TP411848","11","3188","-0.3132","4.6401","5.4212","6.0417","0.4395","G","",""
"1","Trait1","ISIS EM-BLASSO","PstI.TP433679","11","3324","0.4841","5.2882","6.0956","4.1918","0.1371","C","",""
