"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","QTN effect","LOD score","'-log10(P)'","r2 (%)","MAF","Genotype for code 1","Var_error","Var_phen (total)"
"2","Trait2","mrMLM","PstI.TP459121","1","78162835","-0.0244","9.1062","10.0250"," 0.0000","0.075","C","1e-04","3e-04"
"2","Trait2","mrMLM","PstI.TP1010623","3"," 2603844","-0.0279","3.1438"," 3.8481"," 0.0000","0.015","C","",""
"2","Trait2","mrMLM","PstI.TP729855","3","65126133","-0.0217","6.3844"," 7.2301","12.6417","0.035","C","",""
"2","Trait2","FASTmrMLM","PstI.TP982120","2","21428233","0.0012","29.325","30.4904","0.1186","0.0343","A","1e-04","3e-04"
"2","Trait2","FASTmrMLM","NsiI.TP487417","2","22482603","5e-04","17.3749","18.4292","0.0405","0.0637","A","",""
"2","Trait2","FASTmrMLM","PstI.TP833228","2","23342056","-4e-04","18.1859","19.2498","0","0.0392","G","",""
"2","Trait2","FASTmrMLM","PstI.TP383939","2","56907410","-2e-04","3.198","3.9056","7e-04","0.0588","A","",""
"2","Trait2","FASTmrMLM","NsiI.TP614629","2","62417756","3e-04","20.2393","21.3259","0.0075","0.0294","C","",""
"2","Trait2","FASTmrMLM","PstI.TP268085","2","64265265","6e-04","12.319","13.3009","0.0461","0.0441","A","",""
"2","Trait2","FASTmrMLM","NsiI.TP204910","2","65965770","0.0011","22.4496","23.5582","0.1146","0.0343","G","",""
"2","Trait2","FASTmrMLM","PstI.TP1010623","3","2603844","-6e-04","20.8494","21.9423","0","0.0147","C","",""
"2","Trait2","FASTmrMLM","NsiI.TP501941","3","65413138","2e-04","3.4861","4.2106","0.0018","0.0245","C","",""
"2","Trait2","FASTmrMLM","NsiI.TP671324","4","2161341","-2e-04","11.5015","12.469","0","0.0147","C","",""
"2","Trait2","FASTmrMLM","PstI.TP1172225","6","3890042","3e-04","14.7282","15.7476","0.0026","0.0147","C","",""
"2","Trait2","FASTmrMLM","PstI.TP1250222","11","8799","-0.0026","3.2984","4.0121","0.2738","0.0539","C","",""
"2","Trait2","pLARmEB","PstI.TP729855","3","65126133","-0.0109","3.3933","4.1125","0.5875","0.0343","C","2e-04","3e-04"
"2","Trait2","pLARmEB","PstI.TP1000873","7","57426488","1.1286e-05","3.1466","3.8511","0","0.0588","G","",""
"2","Trait2","ISIS EM-BLASSO","PstI.TP678255","1","67745947","-0.0033","3.0689","3.7685","1.2337","0.2647","A","2e-04","3e-04"
"2","Trait2","ISIS EM-BLASSO","PstI.TP459121","1","78162835","-0.019","4.2808","5.0458","0","0.0735","C","",""
"2","Trait2","ISIS EM-BLASSO","PstI.TP729855","3","65126133","-1e-04","4.7744","5.5613","3e-04","0.0343","C","",""
